Fecha,Efectivo,Overpay,Monto Tarjeta Gral,Monto Tarjeta Per,Monto Tarjeta Bpd,Recargas,Recargas Error
03/01/2021,4900,936,5238,357,0,4624,0
03/01/2021,1843,846,5729,458,0,9203,0
04/01/2021,5881,647,7772,451,0,6666,0
04/01/2021,1847,221,3692,647,0,7145,0
04/01/2021,5360,1637,2385,535,0,6523,0
04/01/2021,4937,899,5589,795,0,5894,0
04/01/2021,3694,446,2692,443,0,5142,0
04/01/2021,5951,244,2021,447,0,4241,0
04/01/2021,3701,1003,5226,404,0,8319,0
04/01/2021,5047,582,6343,715,0,2924,0
04/01/2021,3032,250,6285,694,0,6610,0
04/01/2021,6458,959,3225,736,0,7307,0
04/01/2021,4216,1050,5759,436,0,4631,0
04/01/2021,6481,349,2650,592,0,4521,0
04/01/2021,4264,830,4484,496,0,6280,0
04/01/2021,4880,1011,3529,544,0,7448,0
04/01/2021,3979,367,6874,746,0,7058,0
04/01/2021,1620,279,4158,804,0,4162,0
04/01/2021,1361,884,4180,638,0,3577,0
04/01/2021,5529,675,7557,500,0,5562,0
04/01/2021,4483,536,4316,846,0,4979,0
04/01/2021,5660,1249,6153,540,0,5534,0
04/01/2021,2282,498,2359,564,0,3191,0
04/01/2021,3639,404,3082,587,0,2447,0
04/01/2021,2483,1009,1944,563,0,3182,0
04/01/2021,5419,571,6353,343,0,9107,0
04/01/2021,3867,1489,3554,708,0,3425,0
04/01/2021,3990,614,5273,634,0,3309,0
04/01/2021,2713,586,6309,662,0,3327,0
05/01/2021,5793,1345,2157,549,0,4377,0
05/01/2021,6706,537,1709,590,0,6838,0
05/01/2021,1490,419,5894,397,0,3757,0
05/01/2021,1942,1086,2049,505,0,5864,0
05/01/2021,4621,558,6251,583,0,2543,0
05/01/2021,6529,592,4870,558,0,7769,0
05/01/2021,6728,1770,7406,689,0,5164,0
05/01/2021,2023,204,2256,703,0,5256,0
05/01/2021,4166,1190,5707,352,0,8314,0
05/01/2021,6935,213,5471,301,0,7900,0
05/01/2021,2882,622,1283,359,0,8071,0
05/01/2021,6884,1386,3742,718,0,4582,0
05/01/2021,1567,1432,3290,673,0,3725,0
05/01/2021,4165,1265,5896,785,0,8430,0
05/01/2021,3128,1190,4793,319,0,3478,0
05/01/2021,2182,941,5228,801,0,8792,0
05/01/2021,5693,1389,2575,399,0,6262,0
05/01/2021,6402,1262,5778,643,0,5471,0
05/01/2021,3481,388,3662,439,0,6739,0
05/01/2021,1475,807,4083,534,0,6621,0
05/01/2021,5882,654,2391,753,0,7513,0
05/01/2021,4030,495,6427,260,0,2562,0
05/01/2021,3181,1329,6300,507,0,2737,0
05/01/2021,5489,844,3467,379,0,4972,0
05/01/2021,1462,943,3026,671,0,3538,0
05/01/2021,3246,1332,2707,541,0,5667,0
05/01/2021,3572,844,1899,578,0,6433,0
06/01/2021,4868,1030,4639,641,0,8099,0
06/01/2021,4683,1026,1689,564,0,6611,0
06/01/2021,5157,1153,3885,678,0,5356,0
06/01/2021,1809,764,2322,729,0,5557,0
06/01/2021,2544,255,1890,331,0,6328,0
06/01/2021,2948,652,1887,595,0,6708,0
06/01/2021,2381,231,7212,742,0,5625,0
06/01/2021,7493,1421,6807,725,0,7385,0
06/01/2021,2627,583,3966,676,0,6402,0
06/01/2021,6172,1122,1756,496,0,8764,0
06/01/2021,3505,498,4386,645,0,5339,0
06/01/2021,2649,345,5662,345,0,2592,0
06/01/2021,3064,1097,4235,526,0,2889,0
06/01/2021,6488,1261,1952,613,0,7511,0
06/01/2021,2915,1515,4677,547,0,6836,0
06/01/2021,4607,1154,2556,788,0,3584,0
06/01/2021,5003,1236,1180,630,0,5299,0
06/01/2021,5435,858,5752,498,0,5113,0
06/01/2021,5732,570,6749,590,0,3021,0
06/01/2021,6971,542,6325,737,0,3883,0
06/01/2021,4750,1152,2559,621,0,4282,0
06/01/2021,3880,341,3716,603,0,7394,0
06/01/2021,7025,332,1399,621,0,6165,0
06/01/2021,4670,875,4546,639,0,6597,0
06/01/2021,3944,232,4110,404,0,4896,0
06/01/2021,1934,1101,3330,819,0,6591,0
06/01/2021,6095,512,7137,645,0,8137,0
07/01/2021,3304,1499,4140,741,0,5736,0
07/01/2021,3453,357,6627,344,0,3250,0
07/01/2021,3649,923,5373,546,0,6296,0
07/01/2021,1476,1330,6468,507,0,4737,0
07/01/2021,3162,651,7353,401,0,3526,0
07/01/2021,3706,1013,5018,470,0,3203,0
07/01/2021,3623,1127,6733,343,0,5368,0
07/01/2021,5080,1054,3134,410,0,4667,0
07/01/2021,3845,641,4934,477,0,7428,0
07/01/2021,6620,1094,3548,498,0,4923,0
07/01/2021,3004,579,6952,689,0,5580,0
07/01/2021,6354,388,7170,687,0,7105,0
07/01/2021,5246,228,3333,468,0,4348,0
07/01/2021,5956,1029,7693,586,0,3445,0
07/01/2021,7824,563,3571,776,0,4661,0
07/01/2021,3331,473,3764,392,0,7261,0
07/01/2021,4002,515,4180,478,0,4703,0
07/01/2021,1700,1487,2899,309,0,3986,0
07/01/2021,5224,909,3186,399,0,4487,0
07/01/2021,7109,921,1969,340,0,8784,0
07/01/2021,4666,615,5671,285,0,4292,0
07/01/2021,8131,1479,5001,658,0,6238,0
07/01/2021,6786,998,4758,404,0,7000,0
07/01/2021,7774,899,5596,554,0,4572,0
07/01/2021,5286,550,5394,818,0,5235,0
07/01/2021,2509,1234,4729,626,0,6805,0
07/01/2021,6109,1287,5347,512,0,6141,0
08/01/2021,1822,983,3321,573,0,9302,0
08/01/2021,3736,1242,7212,363,0,6766,0
08/01/2021,3689,636,3674,472,0,5926,0
08/01/2021,3196,1287,3595,641,0,6637,0
08/01/2021,5593,1319,3759,575,0,5175,0
08/01/2021,7368,414,3927,264,0,3314,0
08/01/2021,2781,754,4424,402,0,3901,0
08/01/2021,3984,852,2804,372,0,7780,0
08/01/2021,4098,1286,2712,379,0,4889,0
08/01/2021,3813,397,5908,915,0,6501,0
08/01/2021,1392,807,1852,696,0,3242,0
08/01/2021,6669,1107,3399,501,0,6222,0
08/01/2021,4031,341,2975,699,0,3943,0
08/01/2021,3551,1086,4286,360,0,6129,0
08/01/2021,5783,1407,3270,801,0,3616,0
08/01/2021,5171,973,4221,565,0,5055,0
08/01/2021,2465,738,4649,656,0,3108,0
08/01/2021,5008,591,3372,690,0,2587,0
08/01/2021,3273,522,5747,532,0,3304,0
08/01/2021,3583,1071,5765,646,0,5039,0
08/01/2021,2018,772,2414,437,0,6106,0
08/01/2021,2198,1087,2857,591,0,6728,0
08/01/2021,5507,333,3235,346,0,8552,0
08/01/2021,3668,602,3397,780,0,4659,0
08/01/2021,1827,1154,2100,735,0,3665,0
08/01/2021,5557,901,5717,679,0,7190,0
08/01/2021,3839,629,4791,382,0,3296,0
09/01/2021,3220,562,6435,294,0,5395,0
09/01/2021,4656,1181,5130,305,0,4440,0
09/01/2021,5705,856,1810,507,0,4847,0
09/01/2021,2531,669,3997,816,0,4348,0
09/01/2021,4709,1069,5714,635,0,5201,0
09/01/2021,4110,278,5453,658,0,7332,0
09/01/2021,4523,698,4993,371,0,9041,0
09/01/2021,2587,307,5841,542,0,5249,0
09/01/2021,5937,546,2513,750,0,6375,0
09/01/2021,1611,569,3804,609,0,6414,0
09/01/2021,3391,851,6282,404,0,4207,0
09/01/2021,5186,701,5216,601,0,4102,0
09/01/2021,2471,1104,6468,571,0,4770,0
09/01/2021,3303,1246,5531,517,0,7364,0
09/01/2021,5346,973,6107,751,0,6610,0
09/01/2021,2881,355,2869,646,0,6410,0
09/01/2021,2189,277,7718,492,0,6767,0
09/01/2021,4290,544,4008,517,0,7722,0
09/01/2021,2310,527,4642,783,0,3093,0
09/01/2021,2401,1439,5481,731,0,6324,0
09/01/2021,3030,1095,5463,634,0,7604,0
09/01/2021,2868,510,4078,251,0,4686,0
09/01/2021,3334,1413,5183,542,0,3564,0
09/01/2021,1913,807,4527,471,0,7747,0
09/01/2021,6810,730,3272,482,0,7329,0
09/01/2021,8253,1404,6413,426,0,9372,0
09/01/2021,1614,978,3983,661,0,4888,0
10/01/2021,3492,1439,1949,662,0,4543,0
10/01/2021,4620,749,4968,650,0,2965,0
10/01/2021,1867,1196,3328,331,0,4805,0
10/01/2021,3607,616,5908,362,0,6233,0
10/01/2021,2300,985,3470,689,0,5329,0
10/01/2021,4834,1375,1396,860,0,6259,0
10/01/2021,5523,812,6123,440,0,5108,0
10/01/2021,1782,605,3040,594,0,6255,0
10/01/2021,2279,668,1853,521,0,6968,0
10/01/2021,2329,523,3852,487,0,5150,0
10/01/2021,3455,449,3024,553,0,2989,0
10/01/2021,1589,1465,5713,378,0,4997,0
10/01/2021,5086,995,4057,357,0,3978,0
10/01/2021,7017,1129,5962,496,0,5210,0
10/01/2021,2647,326,6575,495,0,5926,0
10/01/2021,2581,321,5528,543,0,4329,0
10/01/2021,5523,1231,3062,738,0,4685,0
10/01/2021,4017,1144,2444,584,0,8318,0
10/01/2021,3299,892,2651,327,0,4298,0
10/01/2021,4685,1102,6265,468,0,3630,0
10/01/2021,2494,362,5001,638,0,2660,0
10/01/2021,2274,1572,3486,828,0,5755,0
10/01/2021,2558,1750,2845,656,0,2731,0
10/01/2021,5928,1284,4401,528,0,6841,0
10/01/2021,7034,1007,1465,725,0,7758,0
10/01/2021,2200,257,3627,462,0,4430,0
10/01/2021,2504,321,3907,368,0,9409,0
11/01/2021,2916,1417,7650,542,0,2554,0
11/01/2021,1783,260,2869,658,0,2937,0
11/01/2021,2164,1240,4315,471,0,4970,0
11/01/2021,3961,1305,2040,560,0,4657,0
11/01/2021,7686,991,5239,873,0,3456,0
11/01/2021,1825,1796,4854,573,0,3931,0
11/01/2021,3317,1005,1147,567,0,3053,0
11/01/2021,2321,1208,4845,628,0,4580,0
11/01/2021,2007,954,7916,233,0,5567,0
11/01/2021,5598,1523,4200,295,0,6878,0
11/01/2021,4014,1064,7378,453,0,3197,0
11/01/2021,3896,713,6558,422,0,6869,0
11/01/2021,4373,1421,4784,493,0,7302,0
11/01/2021,4932,1181,3464,320,0,5392,0
11/01/2021,2420,1451,7527,274,0,6094,0
11/01/2021,2198,1091,4038,282,0,2706,0
11/01/2021,5840,1185,5911,701,0,4972,0
11/01/2021,3025,778,1247,768,0,8804,0
11/01/2021,6877,1215,5891,739,0,7108,0
11/01/2021,1493,985,2824,917,0,5258,0
11/01/2021,2823,1593,6488,452,0,5756,0
11/01/2021,3277,1051,3325,899,0,5006,0
11/01/2021,2971,725,4724,785,0,4427,0
11/01/2021,2136,230,3686,306,0,2754,0
11/01/2021,3448,1074,6146,392,0,5948,0
11/01/2021,5841,775,2534,415,0,3334,0
11/01/2021,1928,755,5103,711,0,2853,0
12/01/2021,1723,1697,2697,313,0,4113,0
12/01/2021,2516,440,3024,608,0,3701,0
12/01/2021,3776,1392,6779,458,0,6134,0
12/01/2021,2720,939,4087,447,0,5615,0
12/01/2021,2990,1305,4179,487,0,3001,0
12/01/2021,4411,1120,2795,543,0,4331,0
12/01/2021,3862,515,5653,694,0,6233,0
12/01/2021,1617,932,4172,915,0,4585,0
12/01/2021,3332,765,4031,556,0,5190,0
12/01/2021,4582,394,5717,509,0,4945,0
12/01/2021,5659,252,4305,632,0,4208,0
12/01/2021,2217,833,6625,477,0,5170,0
12/01/2021,5733,779,1763,583,0,4448,0
12/01/2021,5184,996,5358,663,0,5654,0
12/01/2021,1925,911,4124,579,0,6358,0
12/01/2021,3679,867,1470,401,0,6918,0
12/01/2021,4656,676,6052,392,0,2968,0
12/01/2021,5342,834,1839,507,0,6334,0
12/01/2021,2266,808,7075,488,0,5879,0
12/01/2021,6430,896,5796,630,0,5158,0
12/01/2021,6890,575,4349,298,0,5309,0
12/01/2021,6209,1248,3119,391,0,6673,0
12/01/2021,6015,1021,6631,710,0,4661,0
12/01/2021,4598,641,7055,467,0,3927,0
12/01/2021,6622,675,6705,344,0,4562,0
12/01/2021,2544,169,4932,474,0,4108,0
12/01/2021,3329,653,1637,591,0,6510,0
13/01/2021,6417,390,2515,571,0,5758,0
13/01/2021,5753,1764,7349,743,0,6654,0
13/01/2021,2979,1284,2198,753,0,6387,0
13/01/2021,4935,1408,5412,631,0,6040,0
13/01/2021,5029,404,5894,539,0,3905,0
13/01/2021,3827,991,5161,335,0,5172,0
13/01/2021,5769,589,4542,658,0,6028,0
13/01/2021,6797,316,8133,745,0,4272,0
13/01/2021,4154,1206,4482,483,0,4829,0
13/01/2021,4766,462,3734,556,0,3542,0
13/01/2021,3723,310,3247,415,0,3417,0
13/01/2021,6978,833,6084,611,0,7526,0
13/01/2021,4487,1357,3752,676,0,4976,0
13/01/2021,3727,1628,4760,841,0,8705,0
13/01/2021,2905,1220,5329,348,0,7192,0
13/01/2021,2983,1153,3185,479,0,6853,0
13/01/2021,5599,1513,2955,616,0,3073,0
13/01/2021,4852,355,2432,632,0,6577,0
13/01/2021,3160,959,7162,536,0,8348,0
13/01/2021,2670,283,5301,719,0,5765,0
13/01/2021,3719,908,3536,482,0,7739,0
13/01/2021,4858,1055,2487,648,0,7741,0
13/01/2021,2523,1542,6550,461,0,4398,0
13/01/2021,2055,922,2388,393,0,6088,0
13/01/2021,3874,336,5331,468,0,4116,0
13/01/2021,4014,804,2355,392,0,6943,0
13/01/2021,5337,1174,5461,372,0,6344,0
14/01/2021,3041,890,4568,313,0,7900,0
14/01/2021,5436,821,3038,493,0,5238,0
14/01/2021,1944,662,2776,592,0,5473,0
14/01/2021,5156,1106,4989,795,0,7440,0
14/01/2021,3026,1224,3026,759,0,6586,0
14/01/2021,8150,1284,5867,717,0,3829,0
14/01/2021,4771,531,2726,453,0,5106,0
14/01/2021,4482,241,3726,425,0,9584,0
14/01/2021,5752,311,4573,425,0,5260,0
14/01/2021,2504,367,5662,417,0,3155,0
14/01/2021,2064,1224,5481,419,0,6754,0
14/01/2021,6389,1164,2089,281,0,4005,0
14/01/2021,6154,584,7240,936,0,4152,0
14/01/2021,3906,1519,1709,756,0,8409,0
14/01/2021,5727,560,3878,649,0,9350,0
14/01/2021,5237,1349,7543,335,0,3813,0
14/01/2021,5124,1138,3284,380,0,3153,0
14/01/2021,5043,1003,4264,402,0,3364,0
14/01/2021,2874,959,3803,823,0,3656,0
14/01/2021,6527,1395,3083,409,0,6303,0
14/01/2021,5421,1531,2146,688,0,6712,0
14/01/2021,3272,742,5162,290,0,5013,0
14/01/2021,4740,667,1275,823,0,3149,0
14/01/2021,4322,295,4721,682,0,6106,0
14/01/2021,5897,1602,4639,576,0,3239,0
14/01/2021,3446,281,3810,558,0,3478,0
14/01/2021,4029,1511,2852,476,0,9647,0
15/01/2021,5607,926,2241,342,0,6550,0
15/01/2021,6769,1229,3342,505,0,5266,0
15/01/2021,1837,262,3493,463,0,3992,0
15/01/2021,7311,967,2301,383,0,7847,0
15/01/2021,6354,1268,5174,900,0,6218,0
15/01/2021,2624,1041,5988,495,0,4690,0
15/01/2021,5692,796,4737,710,0,5620,0
15/01/2021,3642,1064,1742,599,0,7582,0
15/01/2021,4607,434,4034,595,0,5916,0
15/01/2021,1754,1542,1822,514,0,3277,0
15/01/2021,1423,1798,6557,571,0,4056,0
15/01/2021,3261,267,1505,884,0,4931,0
15/01/2021,1801,250,7139,439,0,3887,0
15/01/2021,7709,778,3085,430,0,3476,0
15/01/2021,2452,573,6699,675,0,5494,0
15/01/2021,1830,730,6481,280,0,3846,0
15/01/2021,3181,916,5171,643,0,5915,0
15/01/2021,3494,1239,2322,434,0,4273,0
15/01/2021,3916,1129,1931,396,0,5117,0
15/01/2021,4353,758,6767,547,0,5921,0
15/01/2021,8266,749,4782,381,0,6617,0
15/01/2021,2689,1285,7640,567,0,6248,0
15/01/2021,5273,863,2361,436,0,4566,0
15/01/2021,3112,1147,6836,481,0,7727,0
15/01/2021,5597,740,7213,840,0,4816,0
15/01/2021,5466,1552,1500,548,0,2995,0
15/01/2021,5784,555,2596,884,0,4686,0
16/01/2021,5025,1054,3978,698,0,6003,0
16/01/2021,4463,270,6063,634,0,4548,0
16/01/2021,1497,771,2007,460,0,7348,0
16/01/2021,3495,889,3759,463,0,3495,0
16/01/2021,5608,252,4668,593,0,3201,0
16/01/2021,7375,1034,2946,259,0,2922,0
16/01/2021,3013,335,2861,589,0,4004,0
16/01/2021,3845,580,8450,476,0,3837,0
16/01/2021,4649,1137,1935,569,0,6233,0
16/01/2021,7219,944,7000,613,0,7625,0
16/01/2021,6242,1053,3398,722,0,5930,0
16/01/2021,5530,787,5656,431,0,6284,0
16/01/2021,5078,1665,4751,514,0,5123,0
16/01/2021,2409,1301,6129,428,0,2640,0
16/01/2021,4246,1246,2312,377,0,5533,0
16/01/2021,5151,454,4030,943,0,6263,0
16/01/2021,6133,630,2911,581,0,3705,0
16/01/2021,5301,1199,4166,608,0,3997,0
16/01/2021,5306,1500,4427,561,0,6848,0
16/01/2021,2201,935,7017,357,0,5946,0
16/01/2021,4197,1143,2651,625,0,6094,0
16/01/2021,3475,1752,2014,641,0,4709,0
16/01/2021,5189,1661,3296,467,0,6150,0
16/01/2021,7723,1564,3478,617,0,4634,0
16/01/2021,1853,606,5626,734,0,6887,0
16/01/2021,2341,1472,4886,581,0,4488,0
16/01/2021,6334,1324,4404,697,0,4081,0
17/01/2021,3618,1320,2571,460,0,3162,0
17/01/2021,4961,919,4514,317,0,4734,0
17/01/2021,2957,1128,4810,557,0,5200,0
17/01/2021,1531,715,4972,355,0,3618,0
17/01/2021,7049,1430,2902,662,0,6519,0
17/01/2021,4820,344,2511,415,0,6558,0
17/01/2021,2599,1204,1549,287,0,5599,0
17/01/2021,2708,553,5403,419,0,3562,0
17/01/2021,2142,458,7221,607,0,6765,0
17/01/2021,7969,934,3636,554,0,4221,0
17/01/2021,3676,642,1381,507,0,3321,0
17/01/2021,5093,443,1503,550,0,6004,0
17/01/2021,4500,828,2237,497,0,4746,0
17/01/2021,2029,1712,3264,708,0,6948,0
17/01/2021,8254,781,6433,456,0,3361,0
17/01/2021,2449,669,5326,628,0,6081,0
17/01/2021,5876,1306,4808,357,0,5119,0
17/01/2021,5006,1824,6073,736,0,6056,0
17/01/2021,4933,1003,2985,551,0,3584,0
17/01/2021,4444,1399,6941,286,0,5900,0
17/01/2021,4741,945,6212,363,0,7794,0
17/01/2021,3142,1166,4284,871,0,5014,0
17/01/2021,8314,426,5688,567,0,3685,0
17/01/2021,4091,1786,4785,541,0,9018,0
17/01/2021,2853,430,6494,531,0,5112,0
17/01/2021,2789,473,2222,644,0,8495,0
17/01/2021,2349,1639,3409,459,0,7345,0
18/01/2021,3135,1416,5377,472,0,2930,0
18/01/2021,3397,358,4388,594,0,4152,0
18/01/2021,7104,336,1567,687,0,8015,0
18/01/2021,2226,924,2719,569,0,3110,0
18/01/2021,2366,1130,4390,781,0,3745,0
18/01/2021,5573,1608,4867,406,0,4549,0
18/01/2021,6376,1243,4865,387,0,6437,0
18/01/2021,3803,773,2793,324,0,4832,0
18/01/2021,2602,1017,8002,550,0,3854,0
18/01/2021,5859,1038,4560,660,0,3859,0
18/01/2021,4691,606,5355,471,0,4273,0
18/01/2021,1980,769,4730,499,0,5939,0
18/01/2021,6074,600,6246,363,0,4121,0
18/01/2021,7536,360,4332,512,0,8485,0
18/01/2021,2719,1260,2262,619,0,9228,0
18/01/2021,4553,1113,4263,257,0,4812,0
18/01/2021,5042,1406,5803,772,0,4488,0
18/01/2021,2350,516,4928,501,0,3684,0
18/01/2021,3477,363,2920,955,0,3727,0
18/01/2021,6652,746,4399,895,0,6048,0
18/01/2021,7573,1724,6215,441,0,9026,0
18/01/2021,4705,517,5169,837,0,4523,0
18/01/2021,6696,844,1958,737,0,6089,0
18/01/2021,5240,1525,2000,485,0,2903,0
18/01/2021,5187,788,6450,602,0,3197,0
18/01/2021,3583,477,2025,268,0,5392,0
18/01/2021,4027,564,5779,665,0,5426,0
19/01/2021,6240,571,4175,358,0,5607,0
19/01/2021,1556,1122,6325,745,0,4277,0
19/01/2021,4771,851,3919,380,0,6690,0
19/01/2021,8224,1687,8013,810,0,9620,0
19/01/2021,4232,1024,6158,315,0,5438,0
19/01/2021,4825,1182,3562,499,0,3984,0
19/01/2021,5817,1765,4854,741,0,4291,0
19/01/2021,2169,374,7303,794,0,3884,0
19/01/2021,5402,738,2785,740,0,7082,0
19/01/2021,4861,1579,3613,600,0,5871,0
19/01/2021,4811,876,3988,377,0,4869,0
19/01/2021,1363,851,3175,345,0,2533,0
19/01/2021,1787,1673,6428,474,0,6012,0
19/01/2021,3900,496,1759,508,0,6668,0
19/01/2021,6460,1517,6060,271,0,3698,0
19/01/2021,2025,897,3448,761,0,6572,0
19/01/2021,4951,478,3287,540,0,3039,0
19/01/2021,6384,1072,2485,579,0,4985,0
19/01/2021,2737,179,2926,637,0,4858,0
19/01/2021,4889,970,2765,913,0,6594,0
19/01/2021,3182,967,1360,785,0,5549,0
19/01/2021,2328,1047,2466,474,0,6226,0
19/01/2021,4140,1158,1714,500,0,4566,0
19/01/2021,3634,572,5488,438,0,6423,0
19/01/2021,6829,170,4523,654,0,4266,0
19/01/2021,2531,505,5749,318,0,5131,0
19/01/2021,8580,423,7268,292,0,4152,0
20/01/2021,4478,248,6601,507,0,5878,0
20/01/2021,6817,415,6317,701,0,5666,0
20/01/2021,7868,896,3543,529,0,4223,0
20/01/2021,3693,721,2540,524,0,7894,0
20/01/2021,4007,1423,3458,437,0,4286,0
20/01/2021,4655,650,4046,462,0,7172,0
20/01/2021,7381,1230,6250,441,0,3642,0
20/01/2021,6604,207,7794,589,0,6031,0
20/01/2021,2558,1166,4060,544,0,4327,0
20/01/2021,4626,761,4504,266,0,8947,0
20/01/2021,2521,912,4172,480,0,6224,0
20/01/2021,5626,780,3085,550,0,3567,0
20/01/2021,6672,320,2505,282,0,3647,0
20/01/2021,3204,470,6760,571,0,3132,0
20/01/2021,2355,1331,4567,503,0,7471,0
20/01/2021,5510,367,1711,485,0,4408,0
20/01/2021,5411,1035,3994,700,0,6598,0
20/01/2021,3972,482,4420,586,0,6134,0
20/01/2021,2763,1406,3840,547,0,5346,0
20/01/2021,5881,1653,4632,450,0,8451,0
20/01/2021,6347,515,1581,539,0,6847,0
20/01/2021,4899,803,2607,296,0,6930,0
20/01/2021,2296,949,2730,750,0,7217,0
20/01/2021,4035,540,4018,309,0,6577,0
20/01/2021,5800,983,7700,548,0,6121,0
20/01/2021,7303,865,3848,749,0,6154,0
20/01/2021,6678,941,6162,717,0,5660,0
21/01/2021,4161,864,4208,847,0,4052,0
21/01/2021,3005,1122,5978,667,0,7059,0
21/01/2021,4649,1027,5173,771,0,9713,0
21/01/2021,4793,1169,2921,429,0,7118,0
21/01/2021,2410,849,4583,758,0,7774,0
21/01/2021,4823,647,3875,622,0,6728,0
21/01/2021,2084,467,4848,454,0,5293,0
21/01/2021,2902,1096,2575,716,0,6978,0
21/01/2021,2331,605,5880,450,0,8165,0
21/01/2021,3254,982,3928,602,0,8880,0
21/01/2021,6913,577,3263,548,0,4294,0
21/01/2021,4603,430,4129,595,0,3075,0
21/01/2021,4639,417,6011,679,0,2342,0
21/01/2021,6157,302,6345,707,0,5282,0
21/01/2021,2340,1210,6124,555,0,3563,0
21/01/2021,1989,1308,3223,683,0,5682,0
21/01/2021,6447,987,1793,339,0,6294,0
21/01/2021,5309,964,4343,595,0,4975,0
21/01/2021,4391,733,5826,367,0,4980,0
21/01/2021,2700,322,4328,358,0,4048,0
21/01/2021,4333,1179,2689,287,0,3584,0
21/01/2021,3695,326,3023,641,0,3183,0
21/01/2021,4811,934,3821,505,0,5304,0
21/01/2021,1721,1253,3640,638,0,8143,0
21/01/2021,7728,266,5137,522,0,5054,0
21/01/2021,4661,283,1628,363,0,6837,0
21/01/2021,3597,1432,2038,664,0,6250,0
22/01/2021,4304,540,5417,410,0,6743,0
