Fecha,Efectivo,Overpay,Monto Tarjeta Gral,Monto Tarjeta Per,Monto Tarjeta Bpd,Recargas,Recargas Error
11/01/2021,4340,1059,6947,464,0,3002,0
11/01/2021,3965,817,5355,430,0,7537,0
11/01/2021,4267,1196,4242,496,0,7996,0
11/01/2021,4684,1057,3649,378,0,6115,0
11/01/2021,2775,1290,6686,315,0,5950,0
11/01/2021,2622,1221,4370,362,0,3550,0
11/01/2021,5703,1014,6254,594,0,5349,0
11/01/2021,3266,630,1660,637,0,7770,0
11/01/2021,6096,1112,5997,688,0,7969,0
11/01/2021,1539,1014,2936,758,0,4554,0
11/01/2021,3250,1294,5562,540,0,6136,0
11/01/2021,3489,993,3529,731,0,5153,0
11/01/2021,2639,602,4219,702,0,3897,0
11/01/2021,2803,244,4251,310,0,3042,0
11/01/2021,3083,992,4944,521,0,7539,0
11/01/2021,6807,960,2485,537,0,3415,0
11/01/2021,1860,837,5613,663,0,3313,0
12/01/2021,1845,1460,3451,394,0,4788,0
12/01/2021,2349,463,3751,495,0,4540,0
12/01/2021,4743,1292,5800,443,0,7435,0
12/01/2021,3579,1117,3545,561,0,4528,0
12/01/2021,2666,1341,4468,406,0,3659,0
12/01/2021,4520,1119,3353,568,0,4405,0
12/01/2021,3990,634,5201,663,0,6762,0
12/01/2021,1883,973,5184,737,0,5599,0
12/01/2021,2887,749,3486,592,0,4950,0
12/01/2021,5190,436,4849,606,0,4382,0
12/01/2021,4930,222,5308,754,0,5224,0
12/01/2021,2532,808,6521,548,0,5590,0
12/01/2021,6059,840,1550,540,0,5534,0
12/01/2021,6608,1324,6804,549,0,5265,0
12/01/2021,1949,1060,4117,597,0,5163,0
12/01/2021,3308,965,1852,520,0,7205,0
12/01/2021,4478,891,5533,356,0,3623,0
12/01/2021,4764,1017,2405,603,0,7255,0
12/01/2021,2200,741,6339,522,0,5827,0
12/01/2021,5371,738,6425,559,0,6520,0
12/01/2021,5544,666,4657,375,0,5439,0
12/01/2021,5524,1055,3942,391,0,7542,0
12/01/2021,6170,1214,6195,612,0,5143,0
12/01/2021,4656,734,6402,545,0,4512,0
12/01/2021,6170,789,6193,365,0,5097,0
12/01/2021,2977,223,4473,430,0,5141,0
12/01/2021,3667,780,1886,686,0,6158,0
13/01/2021,6660,488,2342,525,0,4744,0
13/01/2021,6866,1463,6755,650,0,5552,0
13/01/2021,3866,1241,2313,605,0,5608,0
13/01/2021,4812,1143,4937,784,0,7607,0
13/01/2021,5137,377,6677,499,0,3770,0
13/01/2021,3285,996,5122,349,0,4919,0
13/01/2021,5509,689,4328,741,0,5163,0
13/01/2021,5889,401,6876,697,0,4036,0
13/01/2021,4472,1310,4758,546,0,4651,0
13/01/2021,4445,583,4941,709,0,4602,0
13/01/2021,3589,261,3976,529,0,3003,0
13/01/2021,5939,735,5597,510,0,6066,0
13/01/2021,4175,1210,4545,741,0,4584,0
13/01/2021,4866,1395,5054,683,0,7294,0
13/01/2021,2829,1201,5223,416,0,7419,0
13/01/2021,2782,1199,3742,394,0,5761,0
13/01/2021,5049,1242,3499,637,0,3420,0
13/01/2021,4453,290,2197,677,0,7678,0
13/01/2021,2594,1143,6170,680,0,7527,0
13/01/2021,2742,322,4651,717,0,6495,0
13/01/2021,4868,900,3046,468,0,6248,0
13/01/2021,6227,907,3141,755,0,7141,0
13/01/2021,2897,1368,6020,487,0,5481,0
13/01/2021,2685,795,3183,420,0,6916,0
13/01/2021,4441,273,5598,619,0,4269,0
13/01/2021,5057,852,2555,355,0,6604,0
13/01/2021,6208,1014,5023,467,0,5319,0
14/01/2021,3787,789,4219,308,0,7554,0
14/01/2021,6956,683,2874,397,0,5603,0
14/01/2021,2491,621,2292,573,0,4710,0
14/01/2021,5246,1367,6365,679,0,6796,0
14/01/2021,3440,1094,3315,643,0,6444,0
14/01/2021,6573,1308,5388,759,0,4895,0
14/01/2021,6016,466,3001,395,0,5640,0
14/01/2021,5658,236,4672,461,0,7768,0
14/01/2021,5215,376,4844,380,0,5243,0
14/01/2021,2684,417,5600,364,0,3657,0
14/01/2021,2629,1137,6520,477,0,7659,0
14/01/2021,5951,1058,2529,350,0,4725,0
14/01/2021,5849,472,6965,781,0,3654,0
14/01/2021,3793,1489,1777,610,0,7737,0
14/01/2021,5662,498,4460,753,0,7990,0
14/01/2021,5236,1212,6940,394,0,4573,0
14/01/2021,4735,1282,2974,434,0,3806,0
14/01/2021,5507,910,3786,330,0,3292,0
14/01/2021,2917,1266,4711,670,0,3424,0
14/01/2021,6962,1329,2632,530,0,7695,0
14/01/2021,5810,1237,1793,562,0,6261,0
14/01/2021,3480,652,4580,339,0,6594,0
14/01/2021,6272,619,1503,761,0,4143,0
14/01/2021,5563,302,4038,603,0,7752,0
14/01/2021,6073,1459,4944,552,0,3075,0
14/01/2021,4484,291,4539,492,0,3156,0
14/01/2021,3307,1355,2864,404,0,7894,0
15/01/2021,4661,836,2350,402,0,6858,0
15/01/2021,6876,1317,3577,431,0,5442,0
15/01/2021,2086,331,3904,557,0,5034,0
15/01/2021,6337,933,2143,450,0,6562,0
15/01/2021,5781,1038,6703,770,0,5401,0
15/01/2021,2223,1197,6926,629,0,5427,0
15/01/2021,4782,979,4137,645,0,4960,0
15/01/2021,3515,1207,1796,621,0,6101,0
15/01/2021,3811,424,4547,502,0,6544,0
15/01/2021,1643,1388,1631,411,0,3787,0
15/01/2021,1652,1474,6109,461,0,3893,0
15/01/2021,3702,343,1679,731,0,5620,0
15/01/2021,1928,319,5865,390,0,3445,0
15/01/2021,6448,921,3920,420,0,3922,0
15/01/2021,1970,558,6745,729,0,5431,0
15/01/2021,1807,851,6180,370,0,4565,0
15/01/2021,4076,819,4701,696,0,6331,0
15/01/2021,4611,1055,2562,371,0,3552,0
15/01/2021,3290,1199,1556,327,0,4633,0
15/01/2021,4991,738,6262,458,0,7523,0
15/01/2021,6817,911,5300,331,0,7663,0
15/01/2021,3488,1040,6751,644,0,7764,0
15/01/2021,6771,1137,3046,388,0,5131,0
15/01/2021,2897,1436,5988,529,0,6824,0
15/01/2021,5045,968,5960,696,0,4686,0
15/01/2021,6256,1327,1769,705,0,3944,0
15/01/2021,5176,593,2189,753,0,4223,0
16/01/2021,5915,845,4592,756,0,7404,0
16/01/2021,5206,324,4930,600,0,4734,0
16/01/2021,1633,1008,2236,415,0,7204,0
16/01/2021,4654,1067,3103,462,0,3270,0
16/01/2021,6016,207,3884,758,0,3741,0
16/01/2021,6939,914,3565,329,0,3544,0
16/01/2021,2416,298,3530,520,0,3354,0
16/01/2021,3959,532,6884,408,0,4448,0
16/01/2021,5671,1426,1734,590,0,5480,0
16/01/2021,5997,1103,5734,562,0,7269,0
16/01/2021,5761,847,2870,684,0,6930,0
16/01/2021,5292,825,5210,518,0,7562,0
16/01/2021,6400,1491,4762,592,0,5551,0
16/01/2021,3005,1060,5879,480,0,3068,0
16/01/2021,3470,1158,2457,473,0,6019,0
16/01/2021,4728,488,4964,763,0,6035,0
16/01/2021,5239,577,3002,612,0,3827,0
16/01/2021,6713,1395,4426,546,0,4273,0
16/01/2021,4332,1255,3686,705,0,7509,0
16/01/2021,2092,1061,6304,395,0,5551,0
16/01/2021,3803,1335,2416,696,0,5219,0
16/01/2021,3605,1412,2351,762,0,5296,0
16/01/2021,6615,1378,3387,424,0,5909,0
16/01/2021,6998,1448,3572,717,0,4408,0
16/01/2021,1794,510,5039,767,0,7812,0
16/01/2021,2750,1313,5495,541,0,4936,0
16/01/2021,6624,1341,4953,717,0,4425,0
17/01/2021,3153,1169,2375,565,0,3923,0
17/01/2021,4430,903,4419,356,0,4456,0
17/01/2021,2474,1042,5205,470,0,4886,0
17/01/2021,1778,632,4712,325,0,4571,0
17/01/2021,6741,1193,2604,676,0,5271,0
17/01/2021,3861,381,2115,481,0,7860,0
17/01/2021,2666,1217,1783,352,0,5718,0
17/01/2021,3361,547,5338,496,0,4553,0
17/01/2021,2237,410,6603,653,0,5955,0
17/01/2021,6683,971,3556,457,0,3703,0
17/01/2021,3842,676,1687,491,0,3245,0
17/01/2021,5398,576,1790,515,0,5807,0
17/01/2021,5930,1005,2784,457,0,4250,0
17/01/2021,1995,1383,3401,651,0,5873,0
17/01/2021,6614,863,6515,435,0,3614,0
17/01/2021,2826,624,6304,556,0,6338,0
17/01/2021,5205,1163,5866,334,0,5509,0
17/01/2021,6055,1499,6710,632,0,6709,0
17/01/2021,5300,1036,3875,491,0,4433,0
17/01/2021,4267,1129,5597,379,0,5291,0
17/01/2021,5516,976,5054,355,0,6619,0
17/01/2021,3379,1481,4746,722,0,6439,0
17/01/2021,6967,471,4954,601,0,3127,0
17/01/2021,5180,1430,4245,647,0,7429,0
17/01/2021,2392,556,6446,519,0,4625,0
17/01/2021,3129,474,2378,566,0,7648,0
17/01/2021,2943,1402,3338,399,0,6157,0
18/01/2021,3164,1158,4492,402,0,3372,0
18/01/2021,3829,414,3799,614,0,4634,0
18/01/2021,5757,330,1638,797,0,7814,0
18/01/2021,2537,1055,2386,618,0,3945,0
18/01/2021,1997,929,3824,724,0,3709,0
18/01/2021,4512,1469,5351,481,0,5127,0
18/01/2021,6839,999,4049,361,0,7252,0
18/01/2021,4070,625,3280,379,0,5323,0
18/01/2021,2183,935,6926,662,0,4642,0
18/01/2021,5934,1168,4319,590,0,3701,0
18/01/2021,4252,727,5290,538,0,3602,0
18/01/2021,2017,640,4291,608,0,6276,0
18/01/2021,6420,544,5369,387,0,5392,0
18/01/2021,6203,348,4146,491,0,7078,0
18/01/2021,2802,1331,2450,530,0,7482,0
18/01/2021,4418,1454,5670,312,0,5823,0
18/01/2021,4453,1136,6634,775,0,4262,0
18/01/2021,2163,463,5347,566,0,3891,0
18/01/2021,2824,323,3098,764,0,3876,0
18/01/2021,5939,887,5691,780,0,5699,0
18/01/2021,6687,1405,6962,423,0,7640,0
18/01/2021,4959,474,5106,729,0,3712,0
18/01/2021,6995,1001,1790,763,0,6193,0
18/01/2021,6631,1499,1687,591,0,3047,0
18/01/2021,4647,926,6058,676,0,3550,0
18/01/2021,4674,466,1641,341,0,5076,0
18/01/2021,4897,455,4997,617,0,5221,0
19/01/2021,5420,738,4234,439,0,6238,0
19/01/2021,1844,918,5825,615,0,4348,0
19/01/2021,5549,775,3470,304,0,6939,0
19/01/2021,7000,1427,6721,778,0,7943,0
19/01/2021,4488,1273,6926,304,0,4909,0
19/01/2021,4958,1419,2883,472,0,4198,0
19/01/2021,5704,1460,5222,594,0,3678,0
19/01/2021,2516,324,6042,762,0,3259,0
19/01/2021,4779,686,2354,756,0,5990,0
19/01/2021,4440,1495,3544,742,0,7351,0
19/01/2021,4294,1142,4917,484,0,4987,0
19/01/2021,1520,698,2567,333,0,3080,0
19/01/2021,2138,1384,5686,559,0,6465,0
19/01/2021,3268,496,1985,461,0,6423,0
19/01/2021,6979,1419,5301,309,0,3531,0
19/01/2021,2567,1055,4132,634,0,5881,0
19/01/2021,4904,466,2766,463,0,3927,0
19/01/2021,5452,899,2622,508,0,4174,0
19/01/2021,3067,220,2393,699,0,3888,0
19/01/2021,6280,925,2904,767,0,5440,0
19/01/2021,2660,1195,1656,645,0,6141,0
19/01/2021,2571,1064,2559,456,0,6645,0
19/01/2021,3909,1287,2179,597,0,4311,0
19/01/2021,4333,723,5136,445,0,5699,0
19/01/2021,6634,212,5177,616,0,5500,0
19/01/2021,2582,513,4613,340,0,4775,0
19/01/2021,6938,384,6060,345,0,3417,0
20/01/2021,5324,208,5388,497,0,5500,0
20/01/2021,6411,449,6925,699,0,7447,0
20/01/2021,6769,764,3904,599,0,5234,0
20/01/2021,4586,787,2226,442,0,7824,0
20/01/2021,3831,1428,4058,390,0,3537,0
20/01/2021,4259,640,4981,526,0,5909,0
20/01/2021,6394,1118,6671,583,0,4355,0
20/01/2021,6581,261,6344,653,0,5725,0
20/01/2021,2620,1406,4015,594,0,4571,0
20/01/2021,4215,716,3991,303,0,7431,0
20/01/2021,2096,788,3448,419,0,5322,0
20/01/2021,5962,748,3491,475,0,3973,0
20/01/2021,6875,288,2414,354,0,3716,0
20/01/2021,3550,477,6348,722,0,3218,0
20/01/2021,2201,1350,5328,425,0,6803,0
20/01/2021,6922,334,1874,565,0,3809,0
20/01/2021,5961,910,4713,650,0,6513,0
20/01/2021,4472,564,4503,720,0,7387,0
20/01/2021,2667,1159,3568,438,0,4348,0
20/01/2021,5686,1449,3879,407,0,7653,0
20/01/2021,6666,439,1541,549,0,7253,0
20/01/2021,4700,820,2862,354,0,6302,0
20/01/2021,2778,856,2947,770,0,6171,0
20/01/2021,4885,441,3245,366,0,6848,0
20/01/2021,5628,1095,6244,667,0,7860,0
20/01/2021,6646,741,3414,773,0,6700,0
20/01/2021,6386,755,5870,706,0,7388,0
21/01/2021,4743,738,3930,740,0,4361,0
21/01/2021,3758,1422,4826,668,0,6181,0
21/01/2021,3832,877,4948,633,0,7874,0
21/01/2021,4936,1312,2549,431,0,6863,0
21/01/2021,3037,1085,4016,713,0,7634,0
21/01/2021,4319,740,4728,529,0,5537,0
21/01/2021,2740,576,4299,416,0,6258,0
21/01/2021,2618,901,3189,709,0,7141,0
21/01/2021,2927,707,6117,491,0,7528,0
21/01/2021,2947,952,5224,722,0,7261,0
21/01/2021,5763,488,2793,628,0,4511,0
21/01/2021,4505,458,5357,766,0,3409,0
21/01/2021,6013,381,5625,583,0,3068,0
21/01/2021,6411,309,5471,708,0,5613,0
21/01/2021,2851,1298,5967,525,0,3068,0
21/01/2021,2093,1222,3747,598,0,5216,0
21/01/2021,6532,1287,1593,377,0,5660,0
21/01/2021,6689,998,5457,574,0,5296,0
21/01/2021,4193,926,5304,315,0,5168,0
21/01/2021,3477,298,5730,471,0,3819,0
21/01/2021,3866,1012,2551,376,0,3473,0
21/01/2021,3404,334,2537,797,0,4025,0
21/01/2021,5229,931,4768,411,0,6586,0
21/01/2021,2185,1144,4628,615,0,7824,0
21/01/2021,6697,273,4631,609,0,4960,0
21/01/2021,4219,346,1997,384,0,6251,0
21/01/2021,3880,1315,2367,550,0,6270,0
22/01/2021,4790,467,5405,413,0,6516,0
