Fecha,Unidad,Total Viajes,Total Vueltas,Km Programados,Km Vacios,Km Realizados
01/07/2021,AM-081    ,1402,722.4,7074.0,459.0,6615.0
01/07/2021,AM-082    ,1457,670.5,6878.0,252.0,6626.0
01/07/2021,AM-083    ,322,163.3,2588.0,206.0,2382.0
01/07/2021,AM-084    ,1260,694.3,5128.0,333.0,4795.0
01/07/2021,AM-085    ,1017,693.3,4689.0,218.0,4471.0
01/07/2021,AM-086    ,1102,534.8,4544.0,641.0,3903.0
01/07/2021,AM-087    ,499,250.2,4957.0,108.0,4849.0
01/07/2021,AM-088    ,49,22.3,472.0,6.0,466.0
01/07/2021,AM-089    ,633,447.6,7942.0,277.0,7665.0
01/07/2021,AM-090    ,1147,689.7,3960.0,176.0,3784.0
01/07/2021,AM-091    ,1525,636.8,7459.0,377.0,7082.0
01/07/2021,AM-094    ,201,86.0,1744.0,170.0,1574.0
01/07/2021,AM-095    ,1191,510.5,11014.0,445.0,10569.0
01/07/2021,AM-096    ,961,436.6,8131.0,1272.0,6859.0
01/07/2021,AM-097    ,14,6.0,143.0,7.0,136.0
01/07/2021,AM-098    ,1203,776.2,9224.0,901.0,8323.0
01/07/2021,AM-100    ,853,465.1,2800.0,129.0,2671.0
01/07/2021,AM-101    ,754,383.2,7161.0,120.0,7041.0
01/07/2021,AM-102    ,857,503.7,4232.0,503.0,3729.0
01/07/2021,AM-103    ,2677,1461.1,6097.0,264.0,5833.0
01/07/2021,TM-001    ,574,217.5,8527.0,60.0,8467.0
01/07/2021,TM-002    ,685,359.3,13423.0,24.0,13399.0
01/07/2021,TM-003    ,561,278.3,11495.0,235.0,11260.0
01/07/2021,TM-005    ,338,261.4,6097.0,40.0,6057.0
01/07/2021,TM-009    ,395,215.0,6134.0,137.0,5997.0
01/07/2021,TM-010    ,270,219.0,4980.0,91.0,4889.0
01/07/2021,TM-011    ,277,136.9,3932.0,0.0,3932.0
01/07/2021,TM-012    ,471,297.6,8030.0,101.0,7929.0
01/07/2021,TM-013    ,350,138.3,5897.0,116.0,5781.0
01/07/2021,TM-014    ,494,172.6,7842.0,134.0,7708.0
01/07/2021,TM-015    ,513,330.9,8537.0,118.0,8419.0
01/07/2021,TM-016    ,552,219.9,10852.0,56.0,10796.0
01/07/2021,TM-017    ,643,330.2,7242.0,114.0,7128.0
01/07/2021,TM-018    ,277,121.1,3929.0,49.0,3880.0
01/07/2021,TM-019    ,437,298.8,8852.0,55.0,8797.0
01/07/2021,TM-020    ,566,295.2,7889.0,53.0,7836.0
01/07/2021,TM-023    ,477,303.0,8668.0,79.0,8589.0
01/07/2021,TM-024    ,609,275.1,9534.0,117.0,9417.0
01/07/2021,TM-025    ,605,241.4,7285.0,48.0,7237.0
01/07/2021,TM-026    ,498,187.7,8242.0,0.0,8242.0
01/07/2021,TM-027    ,636,210.3,7718.0,21.0,7697.0
01/07/2021,TM-028    ,685,310.7,7340.0,70.0,7270.0
01/07/2021,TM-029    ,483,289.5,9409.0,69.0,9340.0
01/07/2021,TM-030    ,715,335.2,11170.0,18.0,11152.0
01/07/2021,TM-031    ,516,254.2,7712.0,55.0,7657.0
01/07/2021,TM-032    ,696,289.8,10176.0,155.0,10021.0
01/07/2021,TM-033    ,697,276.2,11139.0,140.0,10999.0
01/07/2021,TM-034    ,485,203.8,9747.0,125.0,9622.0
01/07/2021,TM-035    ,243,138.6,4062.0,190.0,3872.0
01/07/2021,TM-037    ,458,328.1,9443.0,96.0,9347.0
01/07/2021,TM-038    ,502,309.2,8278.0,119.0,8159.0
01/07/2021,TM-039    ,501,197.6,7735.0,38.0,7697.0
01/07/2021,TM-040    ,472,208.8,6376.0,9.0,6367.0
01/07/2021,TM-041    ,430,335.1,7412.0,94.0,7318.0
01/07/2021,TM-042    ,534,257.7,8706.0,276.0,8430.0
01/07/2021,TM-043    ,443,175.3,7321.0,107.0,7214.0
01/07/2021,TM-044    ,57,26.0,1059.0,32.0,1027.0
01/07/2021,TM-045    ,70,43.2,1637.0,0.0,1637.0
01/07/2021,TM-046    ,451,303.1,9393.0,42.0,9351.0
01/07/2021,TM-047    ,552,247.8,7011.0,166.0,6845.0
01/07/2021,TM-048    ,404,174.0,6890.0,82.0,6808.0
01/07/2021,TM-049    ,500,209.1,7902.0,171.0,7731.0
01/07/2021,TM-050    ,550,283.3,8008.0,75.0,7933.0
01/07/2021,TM-051    ,384,241.2,8025.0,78.0,7947.0
01/07/2021,TM-052    ,588,252.0,8153.0,57.0,8096.0
01/07/2021,TM-053    ,521,226.8,5972.0,63.0,5909.0
01/07/2021,TM-054    ,430,187.6,7962.0,57.0,7905.0
01/07/2021,TM-055    ,316,184.0,5346.0,54.0,5292.0
01/08/2021,AM-001    ,1,0.6,10.0,0.0,10.0
01/08/2021,AM-002    ,735,362.4,4680.0,79.0,4601.0
01/08/2021,AM-003    ,129,92.8,1106.0,148.0,958.0
01/08/2021,AM-004    ,1453,590.8,4668.0,144.0,4524.0
01/08/2021,AM-005    ,1497,575.7,5313.0,98.0,5215.0
01/08/2021,AM-006    ,1137,623.5,5837.0,98.0,5739.0
01/08/2021,AM-007    ,1413,666.8,5909.0,455.0,5454.0
01/08/2021,AM-008    ,243,92.8,2188.0,127.0,2061.0
01/08/2021,AM-009    ,356,196.2,3721.0,404.0,3317.0
01/08/2021,AM-01     ,1480,903.3,10669.0,105.0,10564.0
01/08/2021,AM-010    ,1869,928.6,5364.0,70.0,5294.0
01/08/2021,AM-011    ,619,220.4,4351.0,893.0,3458.0
01/08/2021,AM-012    ,486,213.3,6103.0,647.0,5456.0
01/08/2021,AM-013    ,104,50.5,784.0,125.0,659.0
01/08/2021,AM-014    ,597,250.2,7558.0,873.0,6685.0
01/08/2021,AM-015    ,643,332.8,5381.0,734.0,4647.0
01/08/2021,AM-016    ,469,249.1,5542.0,915.0,4627.0
01/08/2021,AM-017    ,25,15.2,397.0,100.0,297.0
01/08/2021,AM-018    ,695,384.3,10924.0,1625.0,9299.0
01/08/2021,AM-019    ,207,96.8,3155.0,593.0,2562.0
01/08/2021,AM-02     ,1470,588.8,6511.0,99.0,6412.0
01/08/2021,AM-020    ,203,140.0,5251.0,1341.0,3910.0
01/08/2021,AM-021    ,599,218.8,8497.0,1322.0,7175.0
01/08/2021,AM-022    ,470,250.4,10495.0,2219.0,8276.0
01/08/2021,AM-023    ,204,94.7,6245.0,2336.0,3909.0
01/08/2021,AM-024    ,415,313.3,11265.0,1636.0,9629.0
01/08/2021,AM-025    ,534,207.7,7250.0,1864.0,5386.0
01/08/2021,AM-026    ,584,322.0,9252.0,2456.0,6796.0
01/08/2021,AM-027    ,323,251.8,7019.0,1690.0,5329.0
01/08/2021,AM-028    ,168,82.0,2903.0,645.0,2258.0
01/08/2021,AM-029    ,36,23.6,783.0,121.0,662.0
01/08/2021,AM-03     ,862,426.0,8541.0,634.0,7907.0
01/08/2021,AM-030    ,626,430.7,8656.0,670.0,7986.0
01/08/2021,AM-031    ,590,260.3,8706.0,1403.0,7303.0
01/08/2021,AM-032    ,591,357.7,12893.0,1841.0,11052.0
01/08/2021,AM-033    ,381,153.6,3511.0,308.0,3203.0
01/08/2021,AM-034    ,449,334.4,8945.0,2012.0,6933.0
01/08/2021,AM-035    ,164,88.4,2925.0,872.0,2053.0
01/08/2021,AM-036    ,648,394.0,7423.0,650.0,6773.0
01/08/2021,AM-037    ,813,383.3,9433.0,629.0,8804.0
01/08/2021,AM-038    ,806,393.5,10003.0,607.0,9396.0
01/08/2021,AM-039    ,615,359.5,8116.0,697.0,7419.0
01/08/2021,AM-04     ,836,325.0,8734.0,585.0,8149.0
01/08/2021,AM-040    ,462,196.3,5208.0,453.0,4755.0
01/08/2021,AM-041    ,641,385.0,6895.0,940.0,5955.0
01/08/2021,AM-042    ,729,404.4,8081.0,913.0,7168.0
01/08/2021,AM-043    ,610,404.5,8862.0,1369.0,7493.0
01/08/2021,AM-044    ,568,273.2,9347.0,571.0,8776.0
01/08/2021,AM-045    ,909,372.9,8453.0,1215.0,7238.0
01/08/2021,AM-046    ,971,434.2,10876.0,1286.0,9590.0
01/08/2021,AM-047    ,546,298.2,4866.0,539.0,4327.0
01/08/2021,AM-048    ,351,148.0,4119.0,370.0,3749.0
01/08/2021,AM-049    ,629,399.9,7309.0,740.0,6569.0
01/08/2021,AM-05     ,839,386.1,7502.0,500.0,7002.0
01/08/2021,AM-050    ,372,131.5,3012.0,344.0,2668.0
01/08/2021,AM-051    ,480,182.6,7757.0,900.0,6857.0
01/08/2021,AM-052    ,2769,1082.1,7567.0,304.0,7263.0
01/08/2021,AM-053    ,742,351.8,6782.0,936.0,5846.0
01/08/2021,AM-054    ,442,216.5,9706.0,1722.0,7984.0
01/08/2021,AM-056    ,90,44.8,2567.0,1040.0,1527.0
01/08/2021,AM-058    ,1812,873.6,6099.0,546.0,5553.0
01/08/2021,AM-059    ,1724,668.1,6915.0,408.0,6507.0
01/08/2021,AM-06     ,521,299.0,6184.0,177.0,6007.0
01/08/2021,AM-060    ,1077,656.8,6041.0,343.0,5698.0
01/08/2021,AM-061    ,38,17.6,172.0,31.0,141.0
01/08/2021,AM-062    ,796,598.7,5171.0,906.0,4265.0
01/08/2021,AM-063    ,900,527.7,5186.0,624.0,4562.0
01/08/2021,AM-064    ,1140,637.2,7890.0,991.0,6899.0
01/08/2021,AM-065    ,1177,568.8,6348.0,1049.0,5299.0
01/08/2021,AM-066    ,390,146.0,1339.0,211.0,1128.0
01/08/2021,AM-067    ,195,93.6,820.0,183.0,637.0
01/08/2021,AM-068    ,1385,606.3,6229.0,907.0,5322.0
01/08/2021,AM-069    ,420,229.5,4727.0,922.0,3805.0
01/08/2021,AM-07     ,610,374.7,7097.0,293.0,6804.0
01/08/2021,AM-070    ,81,37.5,353.0,58.0,295.0
01/08/2021,AM-072    ,1003,440.4,10106.0,1219.0,8887.0
01/08/2021,AM-074    ,2201,782.8,7046.0,421.0,6625.0
01/08/2021,AM-075    ,567,227.1,5654.0,642.0,5012.0
01/08/2021,AM-077    ,184,92.4,653.0,48.0,605.0
01/08/2021,AM-078    ,476,287.1,5636.0,916.0,4720.0
01/08/2021,AM-079    ,544,293.7,6229.0,164.0,6065.0
01/08/2021,AM-08     ,28,13.4,238.0,21.0,217.0
01/08/2021,AM-080    ,557,345.5,6817.0,162.0,6655.0
01/08/2021,AM-081    ,1600,761.0,7874.0,411.0,7463.0
01/08/2021,AM-082    ,1217,565.2,7356.0,291.0,7065.0
01/08/2021,AM-083    ,610,253.9,2306.0,297.0,2009.0
01/08/2021,AM-084    ,1443,838.0,7688.0,331.0,7357.0
01/08/2021,AM-085    ,1441,575.6,7738.0,293.0,7445.0
01/08/2021,AM-086    ,1078,564.1,5366.0,775.0,4591.0
01/08/2021,AM-087    ,326,124.8,3497.0,82.0,3415.0
01/08/2021,AM-088    ,114,60.0,1223.0,16.0,1207.0
01/08/2021,AM-089    ,595,279.0,6638.0,207.0,6431.0
01/08/2021,AM-09     ,4,2.5,97.0,24.0,73.0
01/08/2021,AM-090    ,1037,645.3,5258.0,176.0,5082.0
01/08/2021,AM-091    ,732,549.2,8479.0,539.0,7940.0
01/08/2021,AM-094    ,255,131.1,2816.0,189.0,2627.0
01/08/2021,AM-095    ,570,355.3,6110.0,335.0,5775.0
01/08/2021,AM-096    ,891,355.9,6502.0,1457.0,5045.0
01/08/2021,AM-098    ,1661,798.3,7359.0,567.0,6792.0
01/08/2021,AM-099    ,1,0.6,4.0,0.0,4.0
01/08/2021,AM-100    ,569,303.9,2291.0,77.0,2214.0
01/08/2021,AM-101    ,543,435.2,5295.0,149.0,5146.0
01/08/2021,AM-102    ,924,396.4,3143.0,697.0,2446.0
01/08/2021,AM-103    ,2252,1190.4,8162.0,186.0,7976.0
01/08/2021,AM-11     ,10,3.9,166.0,34.0,132.0
01/08/2021,AM-12     ,7,2.6,86.0,0.0,86.0
01/08/2021,AM-13     ,9,3.0,171.0,60.0,111.0
01/08/2021,AM-14     ,7,3.5,156.0,72.0,84.0
01/08/2021,AM-15     ,21,11.1,424.0,36.0,388.0
01/08/2021,AM-16     ,26,10.3,430.0,91.0,339.0
01/08/2021,AM-17     ,9,4.9,244.0,32.0,212.0
01/08/2021,AM-18     ,5,3.7,96.0,37.0,59.0
01/08/2021,AM-20     ,12,5.6,309.0,135.0,174.0
01/08/2021,AM-23     ,7,2.9,147.0,27.0,120.0
01/08/2021,AM-24     ,11,4.1,247.0,25.0,222.0
01/08/2021,AM-25     ,10,3.9,169.0,36.0,133.0
01/08/2021,AM-26     ,27,19.3,545.0,49.0,496.0
01/08/2021,AM-27     ,34,16.6,402.0,95.0,307.0
01/08/2021,AM-28     ,32,14.7,364.0,35.0,329.0
01/08/2021,AM-30     ,21,10.7,297.0,48.0,249.0
01/08/2021,AM-31     ,24,12.4,393.0,33.0,360.0
01/08/2021,AM-32     ,29,10.5,271.0,22.0,249.0
01/08/2021,AM-33     ,25,9.5,310.0,28.0,282.0
01/08/2021,AM-34     ,44,15.1,701.0,147.0,554.0
01/08/2021,AM-35     ,37,13.9,175.0,22.0,153.0
01/08/2021,AM-36     ,93,45.2,463.0,76.0,387.0
01/08/2021,AM-37     ,74,33.6,321.0,68.0,253.0
01/08/2021,AM-38     ,117,62.8,373.0,61.0,312.0
01/08/2021,AM-39     ,90,35.3,272.0,63.0,209.0
01/08/2021,AM-40     ,90,31.0,366.0,50.0,316.0
01/08/2021,AM-41     ,118,41.6,445.0,34.0,411.0
01/08/2021,AM-42     ,165,85.6,713.0,31.0,682.0
01/08/2021,AM-43     ,160,62.6,744.0,61.0,683.0
01/08/2021,AM-44     ,83,42.5,804.0,20.0,784.0
01/08/2021,AM-45     ,73,41.8,719.0,24.0,695.0
01/08/2021,AM-46     ,131,52.0,853.0,24.0,829.0
01/08/2021,AM-47     ,163,69.2,593.0,15.0,578.0
01/08/2021,AM-48     ,115,36.5,346.0,13.0,333.0
01/08/2021,AM-49     ,139,80.8,536.0,14.0,522.0
01/08/2021,AM-50     ,35,17.7,93.0,0.0,93.0
01/08/2021,AM-51     ,109,60.6,559.0,17.0,542.0
01/08/2021,AM-52     ,108,44.4,498.0,18.0,480.0
01/08/2021,AM-53     ,58,40.4,305.0,13.0,292.0
01/08/2021,AM-54     ,122,59.4,386.0,13.0,373.0
01/08/2021,AM-55     ,103,42.4,264.0,4.0,260.0
01/08/2021,AM-56     ,66,40.5,900.0,181.0,719.0
01/08/2021,AM-57     ,99,49.0,567.0,74.0,493.0
01/08/2021,AM-58     ,57,44.2,573.0,74.0,499.0
01/08/2021,AM-59     ,38,20.2,395.0,23.0,372.0
01/08/2021,AM-60     ,179,88.0,1168.0,85.0,1083.0
01/08/2021,AM-61     ,32,18.5,413.0,37.0,376.0
01/08/2021,AM-62     ,111,55.3,1063.0,46.0,1017.0
01/08/2021,AM-63     ,226,122.9,1038.0,105.0,933.0
01/08/2021,TM-001    ,692,296.1,10670.0,0.0,10670.0
01/08/2021,TM-002    ,447,318.5,7710.0,53.0,7657.0
01/08/2021,TM-003    ,614,237.2,11433.0,85.0,11348.0
01/08/2021,TM-005    ,277,187.5,5032.0,8.0,5024.0
01/08/2021,TM-008    ,254,153.9,3943.0,50.0,3893.0
01/08/2021,TM-009    ,606,366.7,9621.0,68.0,9553.0
01/08/2021,TM-011    ,494,221.4,6337.0,93.0,6244.0
01/08/2021,TM-012    ,603,347.2,6932.0,131.0,6801.0
01/08/2021,TM-013    ,673,363.2,10640.0,25.0,10615.0
01/08/2021,TM-014    ,181,64.6,2601.0,32.0,2569.0
01/08/2021,TM-015    ,543,310.4,8413.0,139.0,8274.0
01/08/2021,TM-016    ,496,339.4,9408.0,190.0,9218.0
01/08/2021,TM-017    ,191,72.7,2688.0,75.0,2613.0
01/08/2021,TM-018    ,452,247.4,8643.0,159.0,8484.0
01/08/2021,TM-019    ,511,266.2,8833.0,10.0,8823.0
01/08/2021,TM-020    ,459,261.2,10071.0,54.0,10017.0
01/08/2021,TM-022    ,275,136.8,4909.0,16.0,4893.0
01/08/2021,TM-023    ,613,214.2,7036.0,40.0,6996.0
01/08/2021,TM-024    ,648,247.2,8613.0,66.0,8547.0
01/08/2021,TM-025    ,628,277.9,8882.0,106.0,8776.0
01/08/2021,TM-026    ,487,213.1,9280.0,0.0,9280.0
01/08/2021,TM-027    ,496,351.8,8837.0,126.0,8711.0
01/08/2021,TM-028    ,472,314.2,7571.0,68.0,7503.0
01/08/2021,TM-029    ,453,205.3,7216.0,64.0,7152.0
01/08/2021,TM-030    ,610,319.8,8147.0,59.0,8088.0
01/08/2021,TM-031    ,493,239.6,7925.0,62.0,7863.0
01/08/2021,TM-032    ,686,389.9,9992.0,91.0,9901.0
01/08/2021,TM-033    ,506,213.8,10047.0,20.0,10027.0
01/08/2021,TM-034    ,711,253.0,8847.0,105.0,8742.0
01/08/2021,TM-036    ,234,126.9,3996.0,0.0,3996.0
01/08/2021,TM-038    ,610,361.2,11787.0,56.0,11731.0
01/08/2021,TM-039    ,481,253.1,7870.0,91.0,7779.0
01/08/2021,TM-040    ,457,269.6,8959.0,127.0,8832.0
01/08/2021,TM-041    ,422,192.2,7741.0,62.0,7679.0
01/08/2021,TM-042    ,384,208.4,8042.0,94.0,7948.0
01/08/2021,TM-043    ,366,140.3,6015.0,89.0,5926.0
01/08/2021,TM-045    ,227,126.1,5935.0,171.0,5764.0
01/08/2021,TM-046    ,368,262.8,7677.0,89.0,7588.0
01/08/2021,TM-047    ,316,167.2,7389.0,148.0,7241.0
01/08/2021,TM-048    ,388,248.1,8188.0,102.0,8086.0
01/08/2021,TM-049    ,609,315.2,7202.0,132.0,7070.0
01/08/2021,TM-050    ,495,189.2,6618.0,61.0,6557.0
01/08/2021,TM-051    ,493,309.1,9485.0,140.0,9345.0
01/08/2021,TM-052    ,374,291.8,5783.0,168.0,5615.0
01/08/2021,TM-053    ,419,216.4,7013.0,78.0,6935.0
01/08/2021,TM-054    ,526,222.5,7922.0,127.0,7795.0
01/08/2021,TM-055    ,384,208.4,6877.0,93.0,6784.0
01/09/2021,AM-001    ,1,0.5,4.0,0.0,4.0
01/09/2021,AM-008    ,2,0.9,33.0,12.0,21.0
01/09/2021,AM-01     ,2086,877.9,10162.0,90.0,10072.0
01/09/2021,AM-010    ,15,8.7,265.0,101.0,164.0
01/09/2021,AM-011    ,12,6.6,333.0,74.0,259.0
01/09/2021,AM-012    ,19,11.2,384.0,71.0,313.0
01/09/2021,AM-013    ,19,6.8,337.0,64.0,273.0
01/09/2021,AM-02     ,1794,938.6,7049.0,92.0,6957.0
01/09/2021,AM-020    ,9,4.8,155.0,0.0,155.0
01/09/2021,AM-021    ,9,3.6,147.0,32.0,115.0
01/09/2021,AM-026    ,5,2.5,147.0,72.0,75.0
01/09/2021,AM-03     ,703,481.4,7457.0,388.0,7069.0
01/09/2021,AM-030    ,25,12.7,221.0,18.0,203.0
01/09/2021,AM-033    ,7,4.9,77.0,34.0,43.0
01/09/2021,AM-038    ,57,25.0,305.0,59.0,246.0
01/09/2021,AM-04     ,1081,388.1,8041.0,462.0,7579.0
01/09/2021,AM-040    ,39,23.3,127.0,43.0,84.0
01/09/2021,AM-044    ,52,33.3,609.0,73.0,536.0
01/09/2021,AM-045    ,136,62.1,1532.0,154.0,1378.0
01/09/2021,AM-046    ,94,56.3,1145.0,112.0,1033.0
01/09/2021,AM-047    ,136,64.9,1151.0,72.0,1079.0
01/09/2021,AM-048    ,73,28.9,197.0,6.0,191.0
01/09/2021,AM-049    ,20,8.7,241.0,13.0,228.0
01/09/2021,AM-05     ,1080,422.8,9018.0,681.0,8337.0
01/09/2021,AM-050    ,185,78.4,1648.0,170.0,1478.0
01/09/2021,AM-051    ,15,6.9,462.0,95.0,367.0
01/09/2021,AM-053    ,39,24.3,474.0,99.0,375.0
01/09/2021,AM-055    ,1,0.6,10.0,0.0,10.0
01/09/2021,AM-059    ,20,14.2,300.0,3.0,297.0
01/09/2021,AM-06     ,724,484.7,8863.0,539.0,8324.0
01/09/2021,AM-060    ,272,150.0,861.0,56.0,805.0
01/09/2021,AM-062    ,17,8.3,224.0,22.0,202.0
01/09/2021,AM-063    ,21,11.8,270.0,42.0,228.0
01/09/2021,AM-064    ,12,5.7,84.0,12.0,72.0
01/09/2021,AM-066    ,17,11.2,182.0,20.0,162.0
01/09/2021,AM-067    ,62,24.6,473.0,34.0,439.0
01/09/2021,AM-068    ,488,224.2,4661.0,534.0,4127.0
01/09/2021,AM-069    ,506,373.1,6359.0,915.0,5444.0
01/09/2021,AM-07     ,1003,449.8,8345.0,541.0,7804.0
01/09/2021,AM-070    ,566,316.3,3930.0,740.0,3190.0
01/09/2021,AM-071    ,529,232.1,3335.0,488.0,2847.0
01/09/2021,AM-072    ,664,322.9,4168.0,423.0,3745.0
01/09/2021,AM-073    ,735,367.5,5266.0,239.0,5027.0
01/09/2021,AM-074    ,770,466.4,3682.0,432.0,3250.0
01/09/2021,AM-075    ,676,382.5,6519.0,553.0,5966.0
01/09/2021,AM-076    ,503,225.0,3398.0,179.0,3219.0
01/09/2021,AM-077    ,487,243.0,2402.0,249.0,2153.0
01/09/2021,AM-078    ,640,240.8,4739.0,619.0,4120.0
01/09/2021,AM-079    ,498,245.9,5441.0,374.0,5067.0
01/09/2021,AM-08     ,427,181.9,10418.0,2070.0,8348.0
01/09/2021,AM-080    ,684,362.8,5220.0,366.0,4854.0
01/09/2021,AM-081    ,1031,445.5,5464.0,462.0,5002.0
01/09/2021,AM-082    ,1460,645.0,6591.0,341.0,6250.0
01/09/2021,AM-083    ,318,129.1,3782.0,654.0,3128.0
01/09/2021,AM-084    ,1290,637.4,6078.0,337.0,5741.0
01/09/2021,AM-085    ,1349,653.3,7855.0,301.0,7554.0
01/09/2021,AM-086    ,862,299.7,4513.0,718.0,3795.0
01/09/2021,AM-087    ,475,309.9,5958.0,296.0,5662.0
01/09/2021,AM-088    ,324,153.4,1783.0,208.0,1575.0
01/09/2021,AM-089    ,540,313.7,4810.0,257.0,4553.0
01/09/2021,AM-09     ,575,206.3,8030.0,2183.0,5847.0
01/09/2021,AM-090    ,851,560.4,4437.0,227.0,4210.0
01/09/2021,AM-091    ,208,93.8,2649.0,258.0,2391.0
01/09/2021,AM-092    ,85,53.6,743.0,73.0,670.0
01/09/2021,AM-093    ,27,17.9,739.0,84.0,655.0
01/09/2021,AM-094    ,72,30.6,844.0,246.0,598.0
01/09/2021,AM-095    ,229,174.2,1781.0,276.0,1505.0
01/09/2021,AM-096    ,212,139.8,2611.0,898.0,1713.0
