Fecha,Efectivo,Tarifa Incompleta,Monto Tarjeta Gral,Monto Tarjeta Per,Monto Tarjeta Bpd,Recargas,Recargas Error
12/01/2021,6299,248,1520,1470,0,1173,0
13/01/2021,7881,639,4226,1652,0,1741,0
13/01/2021,7164,461,2228,4732,0,2425,0
13/01/2021,8607,301,1292,1754,0,1437,0
13/01/2021,5868,721,3326,1229,0,1556,0
13/01/2021,9381,521,987,1317,0,2244,0
13/01/2021,6062,544,2113,3732,0,1433,0
13/01/2021,5968,312,3492,1435,0,2472,0
13/01/2021,7767,600,3402,1380,0,2486,0
13/01/2021,6991,656,2295,2065,0,1315,0
13/01/2021,6189,515,2048,2185,0,1197,0
13/01/2021,4504,358,868,1890,0,3200,0
14/01/2021,6725,654,1047,3684,0,1180,0
14/01/2021,6090,490,2929,2100,0,1977,0
14/01/2021,6015,405,1455,3783,0,2336,0
14/01/2021,6752,420,1064,3451,0,1737,0
14/01/2021,6307,332,2657,1550,0,1126,0
14/01/2021,8034,633,1548,4423,0,1531,0
14/01/2021,7088,480,1467,1637,0,1428,0
14/01/2021,9076,335,2224,1194,0,2402,0
14/01/2021,5705,483,1336,2036,0,907,0
14/01/2021,11727,531,1268,1250,0,1697,0
14/01/2021,4583,685,1324,3158,0,1559,0
14/01/2021,6626,498,2587,2226,0,2290,0
14/01/2021,6726,348,2125,2426,0,2534,0
15/01/2021,9032,389,3269,3087,0,859,0
15/01/2021,9206,375,3196,1284,0,2859,0
15/01/2021,5754,759,4446,2832,0,2301,0
15/01/2021,6926,334,1861,4077,0,1578,0
15/01/2021,10879,366,1510,1252,0,1215,0
15/01/2021,9902,380,2540,1112,0,1997,0
15/01/2021,5545,562,2481,2174,0,1995,0
15/01/2021,6422,587,2233,2376,0,881,0
15/01/2021,6431,540,2263,2321,0,2308,0
15/01/2021,6077,732,1979,1961,0,1461,0
15/01/2021,8399,412,1712,2454,0,2046,0
15/01/2021,9042,500,1492,2812,0,1312,0
15/01/2021,6010,396,3841,3279,0,1252,0
16/01/2021,5711,512,1875,2168,0,1338,0
16/01/2021,6537,437,1961,1816,0,1351,0
16/01/2021,6678,257,1569,1895,0,3226,0
16/01/2021,9520,409,3255,3363,0,966,0
16/01/2021,9961,616,1779,2015,0,2429,0
16/01/2021,9251,650,3577,2919,0,1903,0
16/01/2021,5794,752,1793,2229,0,2828,0
16/01/2021,8154,772,1769,2943,0,2563,0
16/01/2021,6727,294,2026,1463,0,3204,0
16/01/2021,10364,721,2255,3509,0,2400,0
16/01/2021,4690,496,1290,2105,0,1506,0
16/01/2021,4110,580,3712,3411,0,2712,0
16/01/2021,8392,379,4160,2619,0,2417,0
17/01/2021,7485,421,2166,3584,0,1310,0
17/01/2021,7534,534,1676,1844,0,2126,0
17/01/2021,7213,404,2953,1247,0,2307,0
17/01/2021,10677,481,1556,2287,0,2709,0
17/01/2021,7942,291,2210,3394,0,1544,0
17/01/2021,7975,526,1719,3114,0,1616,0
17/01/2021,9679,598,1086,1671,0,2356,0
17/01/2021,8397,655,3726,1554,0,2127,0
17/01/2021,7975,530,3142,2376,0,2586,0
17/01/2021,8729,653,2574,2388,0,1516,0
17/01/2021,9112,477,2228,2333,0,1766,0
18/01/2021,6499,497,2462,2044,0,1363,0
18/01/2021,6903,537,2860,1573,0,1110,0
18/01/2021,6125,673,1017,898,0,1235,0
18/01/2021,7735,311,1252,1442,0,2138,0
18/01/2021,5975,439,1615,2075,0,2634,0
18/01/2021,8444,395,1181,2579,0,3186,0
18/01/2021,7703,837,1416,3638,0,2014,0
18/01/2021,10080,638,1564,4618,0,1537,0
18/01/2021,7515,671,3515,1548,0,2887,0
18/01/2021,8278,624,1930,2829,0,1750,0
18/01/2021,10259,398,2882,2441,0,1904,0
18/01/2021,9885,592,1716,1190,0,1608,0
19/01/2021,6863,443,2517,1500,0,906,0
19/01/2021,5619,587,3019,1817,0,2934,0
19/01/2021,7290,527,991,3498,0,2629,0
19/01/2021,7518,489,3859,2099,0,1602,0
19/01/2021,8539,669,3151,857,0,1458,0
19/01/2021,4992,458,2229,1173,0,1761,0
19/01/2021,3891,361,1436,1314,0,1611,0
19/01/2021,5367,413,2731,1738,0,1785,0
19/01/2021,7033,432,1447,2247,0,1381,0
19/01/2021,11963,506,3801,4214,0,1244,0
19/01/2021,12130,296,1330,2953,0,1281,0
19/01/2021,9620,754,2208,2374,0,2860,0
20/01/2021,8976,741,3116,3039,0,3051,0
20/01/2021,6723,472,1227,2553,0,2832,0
20/01/2021,10135,691,1231,2141,0,1506,0
20/01/2021,8622,554,972,1234,0,1538,0
20/01/2021,8500,374,2126,1594,0,1967,0
20/01/2021,12185,516,3868,2217,0,2746,0
20/01/2021,8140,512,4436,3131,0,1473,0
20/01/2021,4572,434,1591,1604,0,1019,0
20/01/2021,6206,354,1881,1056,0,2623,0
20/01/2021,7522,543,4738,1364,0,2205,0
20/01/2021,7155,662,3556,1811,0,1678,0
20/01/2021,5148,336,3547,2740,0,3174,0
20/01/2021,6135,602,2994,1460,0,1810,0
21/01/2021,11480,475,1941,3350,0,1404,0
21/01/2021,9340,523,3461,1431,0,2517,0
21/01/2021,7742,623,2957,1434,0,1740,0
21/01/2021,5425,377,3917,4034,0,2387,0
21/01/2021,6165,403,3707,1367,0,1010,0
21/01/2021,6845,419,2405,2205,0,1860,0
21/01/2021,6448,402,2633,3224,0,2740,0
21/01/2021,9350,778,1081,1691,0,2974,0
21/01/2021,7038,354,1787,2100,0,3184,0
21/01/2021,10432,460,2687,1895,0,2206,0
21/01/2021,9065,358,4689,2276,0,1101,0
21/01/2021,8904,483,2721,2869,0,2191,0
21/01/2021,7497,564,2387,2317,0,1660,0
22/01/2021,6462,439,2092,1057,0,2043,0
22/01/2021,9695,450,3109,1761,0,1262,0
22/01/2021,9257,267,3076,2380,0,2671,0
22/01/2021,8555,309,2737,1555,0,1809,0
22/01/2021,9337,359,1772,4703,0,881,0
22/01/2021,7899,386,1961,1636,0,1504,0
22/01/2021,6630,419,1274,1193,0,3125,0
22/01/2021,9620,467,1600,1179,0,1720,0
22/01/2021,7584,648,1810,4930,0,1203,0
22/01/2021,6297,474,1206,1322,0,1710,0
22/01/2021,6956,589,2765,3880,0,2698,0
22/01/2021,10141,536,2739,2975,0,1305,0
22/01/2021,6173,702,1071,1123,0,1026,0
23/01/2021,5460,312,1240,2212,0,2256,0
23/01/2021,5387,402,2876,1256,0,2038,0
23/01/2021,5711,322,2929,1936,0,1484,0
23/01/2021,4516,684,1254,1260,0,2280,0
23/01/2021,7770,640,3801,3099,0,2201,0
23/01/2021,7540,293,4775,3989,0,2803,0
23/01/2021,7656,616,1677,2487,0,1460,0
23/01/2021,8272,305,3799,3377,0,2646,0
23/01/2021,4947,853,1176,4084,0,2571,0
23/01/2021,4468,796,2587,1819,0,1490,0
23/01/2021,5879,688,1511,1719,0,1332,0
23/01/2021,6549,461,2981,1128,0,1066,0
23/01/2021,5515,293,2968,2174,0,2906,0
24/01/2021,7421,363,1239,2162,0,3017,0
24/01/2021,6900,405,1928,1987,0,2494,0
24/01/2021,6971,286,4016,3436,0,2381,0
24/01/2021,7758,353,1527,1750,0,2015,0
24/01/2021,6664,688,914,1216,0,1992,0
24/01/2021,4971,590,3162,1913,0,846,0
24/01/2021,8464,653,3750,2701,0,1788,0
24/01/2021,7037,268,1676,2416,0,3232,0
24/01/2021,8956,399,1630,858,0,1534,0
24/01/2021,11040,725,1693,2270,0,2091,0
24/01/2021,7550,339,3472,3549,0,2837,0
24/01/2021,9249,457,920,2986,0,3198,0
25/01/2021,8304,363,3562,1825,0,1652,0
25/01/2021,11261,520,1198,3444,0,1822,0
25/01/2021,4570,449,1505,4934,0,1968,0
25/01/2021,9619,409,4614,2705,0,2207,0
25/01/2021,6074,447,3821,4627,0,1111,0
25/01/2021,4645,486,2937,2754,0,1647,0
25/01/2021,9491,552,1246,2947,0,1272,0
25/01/2021,8503,596,1662,3403,0,1879,0
25/01/2021,10681,338,1909,2854,0,936,0
25/01/2021,4849,540,1155,3611,0,1299,0
25/01/2021,7149,246,2446,2568,0,2783,0
25/01/2021,7353,398,1569,2291,0,2353,0
26/01/2021,5437,266,2410,3412,0,1589,0
26/01/2021,9994,459,2930,891,0,2401,0
26/01/2021,6871,389,3026,3714,0,1664,0
26/01/2021,9362,620,1981,3564,0,1273,0
26/01/2021,6820,448,2317,4011,0,1544,0
26/01/2021,10276,591,1933,2936,0,1032,0
26/01/2021,7104,526,1217,2896,0,2527,0
26/01/2021,7938,645,4580,2576,0,1150,0
26/01/2021,8300,602,1539,1721,0,2076,0
26/01/2021,6363,455,1769,1358,0,2811,0
26/01/2021,5726,525,4002,3928,0,1855,0
26/01/2021,5887,530,1844,1259,0,1446,0
27/01/2021,8531,523,3894,2846,0,3146,0
27/01/2021,4110,435,2958,2852,0,1672,0
27/01/2021,6605,386,3650,3312,0,2986,0
27/01/2021,4632,569,2866,4675,0,1329,0
27/01/2021,6022,309,2954,2889,0,1813,0
27/01/2021,7548,519,1960,2359,0,1374,0
27/01/2021,10104,277,1997,1964,0,1751,0
27/01/2021,7652,394,1872,3007,0,1155,0
27/01/2021,4837,350,2534,4636,0,2583,0
27/01/2021,6371,369,3399,1451,0,2464,0
27/01/2021,6036,396,2784,1028,0,2601,0
27/01/2021,4309,385,3411,1314,0,2739,0
28/01/2021,5651,384,2581,1768,0,3000,0
28/01/2021,8749,453,2879,3155,0,1031,0
28/01/2021,10388,394,2435,938,0,2463,0
28/01/2021,8023,277,1478,1539,0,1692,0
28/01/2021,7389,232,3751,1403,0,2948,0
28/01/2021,5674,623,4209,4437,0,2435,0
28/01/2021,6801,567,3085,1793,0,1232,0
28/01/2021,6264,377,1781,1679,0,1979,0
28/01/2021,6319,411,3682,3944,0,3056,0
28/01/2021,8075,425,3853,2999,0,3541,0
28/01/2021,6967,480,2428,2003,0,1604,0
28/01/2021,6044,436,1627,2228,0,3306,0
28/01/2021,5681,337,2213,1602,0,1605,0
29/01/2021,5493,380,1436,3028,0,1891,0
29/01/2021,7401,815,1389,4107,0,2042,0
29/01/2021,6739,309,1884,3932,0,908,0
29/01/2021,7419,516,2366,1994,0,1804,0
29/01/2021,8507,598,3239,2135,0,2779,0
29/01/2021,10026,766,2733,3595,0,1271,0
29/01/2021,5734,424,1207,3772,0,1444,0
29/01/2021,7366,412,1719,3506,0,1247,0
29/01/2021,9933,480,2714,3119,0,1403,0
29/01/2021,5087,371,2731,3912,0,2025,0
29/01/2021,9623,569,1682,3567,0,1378,0
29/01/2021,11059,358,1864,4048,0,2783,0
30/01/2021,8377,239,2445,4252,0,1125,0
30/01/2021,4976,809,3596,2128,0,1873,0
30/01/2021,6766,513,1113,1331,0,2062,0
30/01/2021,6919,285,4358,858,0,1042,0
30/01/2021,4792,584,3395,1426,0,1047,0
30/01/2021,10604,458,2129,2865,0,1914,0
30/01/2021,4902,267,2773,4699,0,3451,0
30/01/2021,6395,343,3233,1522,0,2411,0
30/01/2021,10914,557,1688,1386,0,1245,0
30/01/2021,6602,519,2641,4394,0,2320,0
30/01/2021,8824,586,1133,2195,0,1657,0
30/01/2021,5632,359,1065,1632,0,2684,0
30/01/2021,4052,675,1977,3578,0,2301,0
31/01/2021,7674,699,2107,4091,0,1998,0
31/01/2021,8375,641,1974,1547,0,1770,0
31/01/2021,10820,296,1533,2081,0,1578,0
31/01/2021,11162,536,2017,1921,0,3048,0
31/01/2021,10621,552,3023,1494,0,1993,0
31/01/2021,8778,296,1634,1680,0,2217,0
31/01/2021,7133,460,2589,2373,0,1428,0
31/01/2021,6144,600,1366,2333,0,1297,0
31/01/2021,10187,464,2164,2838,0,2381,0
31/01/2021,6719,712,2270,1493,0,2810,0
31/01/2021,5280,583,3658,3336,0,3290,0
31/01/2021,7431,487,3754,4377,0,1305,0
01/02/2021,10105,554,2978,2202,0,1686,0
01/02/2021,4611,660,2252,1785,0,779,0
01/02/2021,9459,538,2818,1146,0,1872,0
01/02/2021,9590,540,1674,3754,0,2141,0
01/02/2021,7317,526,3989,1348,0,1141,0
01/02/2021,8281,458,1889,3373,0,2406,0
01/02/2021,7032,286,2643,3678,0,2607,0
01/02/2021,5023,509,2128,2770,0,1814,0
01/02/2021,10791,705,3117,1401,0,2307,0
01/02/2021,7548,471,2915,2628,0,2523,0
01/02/2021,5995,559,3527,2719,0,2481,0
01/02/2021,6951,410,3468,3009,0,3473,0
02/02/2021,6121,422,3646,2733,0,1051,0
02/02/2021,6351,400,3648,2972,0,2262,0
02/02/2021,6305,374,3945,1352,0,1885,0
02/02/2021,7149,852,1559,2370,0,2629,0
02/02/2021,6975,698,2771,1115,0,1292,0
02/02/2021,8095,517,1084,2787,0,3089,0
02/02/2021,8578,637,3118,3509,0,2864,0
02/02/2021,6800,558,4756,2888,0,1133,0
02/02/2021,9066,425,1696,1509,0,932,0
02/02/2021,7636,591,2536,3212,0,1120,0
02/02/2021,7148,615,2941,1629,0,2623,0
02/02/2021,5479,473,1068,3531,0,863,0
03/02/2021,4621,356,1010,3084,0,3598,0
03/02/2021,8493,549,2790,1641,0,1591,0
03/02/2021,6176,542,1515,1008,0,1263,0
03/02/2021,10872,386,1511,2702,0,3036,0
03/02/2021,9076,399,3108,1192,0,2773,0
03/02/2021,7904,392,2144,1960,0,3594,0
03/02/2021,7781,610,4051,878,0,2492,0
03/02/2021,5487,443,1506,1960,0,3595,0
03/02/2021,7406,408,3495,1594,0,2587,0
03/02/2021,7781,551,2443,2618,0,1468,0
03/02/2021,9178,460,3447,2842,0,969,0
03/02/2021,7976,604,3211,2255,0,1198,0
04/02/2021,4507,442,4518,1282,0,2217,0
04/02/2021,7798,327,3837,2279,0,1595,0
04/02/2021,11208,601,4285,3152,0,2517,0
04/02/2021,7909,453,1054,3770,0,1707,0
04/02/2021,6705,330,1096,1324,0,1353,0
04/02/2021,3982,445,3239,2868,0,2713,0
04/02/2021,10334,616,1376,4421,0,1003,0
04/02/2021,7398,379,3491,1079,0,2312,0
04/02/2021,8310,423,1891,3469,0,1648,0
04/02/2021,10640,437,4040,3517,0,1835,0
04/02/2021,4716,622,2709,3443,0,1546,0
04/02/2021,4358,368,3163,2968,0,1845,0
05/02/2021,7379,538,3096,3108,0,1071,0
05/02/2021,6492,598,3459,2486,0,2459,0
05/02/2021,6930,391,1117,4483,0,2883,0
05/02/2021,10186,477,2026,2786,0,2024,0
05/02/2021,7434,506,916,1072,0,2834,0
05/02/2021,7516,274,3029,2052,0,1431,0
05/02/2021,8306,673,2701,2758,0,2818,0
05/02/2021,7002,332,1371,4036,0,2841,0
05/02/2021,4654,627,4137,2250,0,2661,0
05/02/2021,9735,512,3612,3241,0,3195,0
05/02/2021,7703,373,900,1839,0,3132,0
05/02/2021,7403,569,2732,3201,0,1911,0
06/02/2021,11921,295,1702,1457,0,980,0
06/02/2021,5974,587,3816,2197,0,1022,0
06/02/2021,7883,416,2881,3172,0,1822,0
06/02/2021,6048,547,3434,1672,0,2112,0
06/02/2021,7899,593,1595,2637,0,1134,0
06/02/2021,6038,399,2612,1814,0,1189,0
06/02/2021,7590,376,1139,4074,0,1106,0
06/02/2021,6864,652,1316,1639,0,2382,0
06/02/2021,7896,449,1024,1997,0,1180,0
06/02/2021,7903,685,1737,1810,0,1236,0
06/02/2021,7531,373,3417,3170,0,932,0
06/02/2021,11566,381,1550,4175,0,1781,0
07/02/2021,6150,390,2738,2690,0,1833,0
07/02/2021,5589,519,3732,4085,0,1487,0
07/02/2021,9093,531,3043,3808,0,913,0
07/02/2021,8613,534,3840,3299,0,2642,0
07/02/2021,12009,299,3924,2665,0,1634,0
07/02/2021,3863,576,2763,2648,0,1392,0
07/02/2021,7286,486,2065,3043,0,2874,0
07/02/2021,3927,317,3010,3647,0,1834,0
07/02/2021,11882,763,4400,1231,0,1499,0
07/02/2021,5301,322,2764,2337,0,2140,0
07/02/2021,6303,353,1081,2844,0,2327,0
07/02/2021,5354,613,2615,1208,0,1693,0
08/02/2021,8928,624,2114,2546,0,1081,0
08/02/2021,10014,272,2980,3528,0,3127,0
08/02/2021,5179,536,3275,1791,0,2885,0
08/02/2021,9784,393,1658,2981,0,2621,0
08/02/2021,7762,433,3293,3222,0,1241,0
08/02/2021,9462,480,1994,982,0,1255,0
08/02/2021,5704,589,1215,1973,0,1641,0
08/02/2021,7897,564,2597,2067,0,2796,0
08/02/2021,10802,556,1123,2999,0,2496,0
08/02/2021,7522,638,3556,3359,0,2253,0
08/02/2021,6970,319,1566,1318,0,1692,0
08/02/2021,7975,367,1223,3479,0,1343,0
08/02/2021,10186,371,1624,4757,0,1908,0
08/02/2021,9759,367,1306,4282,0,789,0
09/02/2021,7098,339,2847,3617,0,2215,0
09/02/2021,6578,507,2822,2041,0,1337,0
09/02/2021,8063,439,2058,1724,0,2087,0
09/02/2021,6578,633,1242,3485,0,1693,0
09/02/2021,5842,614,3590,1614,0,2267,0
09/02/2021,8554,514,1089,836,0,1222,0
09/02/2021,4811,443,1224,3350,0,2404,0
09/02/2021,8399,403,1516,3218,0,2009,0
09/02/2021,9729,386,4546,1578,0,1667,0
09/02/2021,7409,717,2331,1850,0,2266,0
09/02/2021,6816,375,1665,1368,0,1742,0
09/02/2021,7790,550,1844,2069,0,2447,0
10/02/2021,6368,539,3083,1609,0,1027,0
10/02/2021,7936,574,1957,3036,0,2848,0
10/02/2021,4746,384,1325,2659,0,2220,0
10/02/2021,10122,578,1577,3113,0,1517,0
10/02/2021,6618,350,1388,3955,0,2668,0
10/02/2021,10649,380,2611,1499,0,2397,0
10/02/2021,10108,450,2646,1892,0,2161,0
10/02/2021,8237,546,3038,2897,0,2788,0
10/02/2021,6185,443,2579,1392,0,1160,0
10/02/2021,7689,467,803,2383,0,3287,0
10/02/2021,7612,513,2246,995,0,3181,0
10/02/2021,6827,634,2985,812,0,2294,0
10/02/2021,4007,381,1886,4281,0,3015,0
11/02/2021,8871,512,2160,2099,0,1518,0
11/02/2021,6823,515,4173,1443,0,1183,0
11/02/2021,8610,496,3224,1328,0,1048,0
11/02/2021,6379,615,1757,1847,0,1354,0
11/02/2021,8579,610,4664,1989,0,2526,0
11/02/2021,5670,372,4087,1690,0,2012,0
11/02/2021,9366,396,3126,2325,0,1049,0
11/02/2021,6634,458,1904,1631,0,1477,0
11/02/2021,8923,505,3081,3589,0,1743,0
11/02/2021,6075,398,4515,3221,0,1917,0
11/02/2021,8873,325,3370,1078,0,2282,0
11/02/2021,8792,763,3460,3353,0,2682,0
11/02/2021,6038,761,2268,1496,0,1663,0
12/02/2021,11121,668,1950,3683,0,2415,0
12/02/2021,10918,295,4449,1619,0,1031,0
12/02/2021,7365,426,3732,2139,0,2057,0
12/02/2021,8215,513,2604,3629,0,1439,0
12/02/2021,9314,612,3108,2073,0,1420,0
12/02/2021,10283,403,3842,1687,0,2417,0
12/02/2021,8892,712,3205,1861,0,2310,0
12/02/2021,8576,399,955,1889,0,1972,0
12/02/2021,4925,527,1209,1340,0,1477,0
12/02/2021,9013,387,2280,3875,0,1494,0
12/02/2021,4094,316,1107,3321,0,3402,0
12/02/2021,10587,522,1942,2570,0,2365,0
13/02/2021,5532,354,3086,2046,0,3000,0
13/02/2021,6221,616,3142,2421,0,1163,0
13/02/2021,6573,763,3364,1789,0,2599,0
13/02/2021,7091,335,1180,2193,0,2938,0
13/02/2021,6165,672,3872,1670,0,3624,0
13/02/2021,5426,600,1156,1542,0,1298,0
13/02/2021,5783,790,1564,1922,0,1491,0
13/02/2021,6717,752,2151,1851,0,1333,0
13/02/2021,8264,560,1326,1983,0,2165,0
13/02/2021,6252,347,2851,2100,0,2003,0
13/02/2021,7826,552,3758,3771,0,3028,0
13/02/2021,8932,392,3296,2018,0,1594,0
14/02/2021,8677,508,1322,2278,0,2297,0
14/02/2021,7653,592,4511,3174,0,1812,0
14/02/2021,7075,577,2668,3581,0,1431,0
