Fecha,Efectivo,Tarifa Incompleta,Monto Tarjeta Gral,Monto Tarjeta Per,Monto Tarjeta Bpd,Recargas,Recargas Error
14/01/2021,8285,445,2902,1353,0,2990,0
14/01/2021,6047,563,1275,2014,0,1102,0
14/01/2021,9625,483,1055,1486,0,1985,0
14/01/2021,5598,603,1453,3060,0,1536,0
14/01/2021,7198,560,2853,2038,0,2386,0
14/01/2021,8337,365,2430,3109,0,2447,0
15/01/2021,7450,506,3260,2830,0,1027,0
15/01/2021,7745,432,3678,1547,0,2317,0
15/01/2021,6546,666,3999,3148,0,2176,0
15/01/2021,6413,317,1735,3642,0,1939,0
15/01/2021,9390,429,1589,1505,0,1299,0
15/01/2021,9636,433,2286,1095,0,1610,0
15/01/2021,5464,485,3104,2081,0,1618,0
15/01/2021,7374,687,1985,2855,0,1122,0
15/01/2021,8073,589,2152,2615,0,1980,0
15/01/2021,5070,676,1858,1862,0,1364,0
15/01/2021,6998,400,2188,2503,0,2428,0
15/01/2021,8478,510,1409,2604,0,1125,0
15/01/2021,6536,330,3852,2785,0,1170,0
16/01/2021,6177,596,1888,2652,0,1659,0
16/01/2021,5873,390,2153,2313,0,1151,0
16/01/2021,5572,310,2082,1749,0,2856,0
16/01/2021,7976,387,3386,2962,0,1282,0
16/01/2021,8738,520,1872,2067,0,2769,0
16/01/2021,8638,664,3721,3082,0,2151,0
16/01/2021,7315,676,1698,2126,0,2887,0
16/01/2021,9815,665,1966,2869,0,2962,0
16/01/2021,5609,359,2290,1470,0,2753,0
16/01/2021,9840,654,2258,3027,0,2180,0
16/01/2021,6215,410,1233,2516,0,1969,0
16/01/2021,5133,559,3591,3128,0,2458,0
16/01/2021,7758,449,3493,2337,0,1972,0
17/01/2021,9947,518,1909,2985,0,1314,0
17/01/2021,9073,607,2159,1508,0,2528,0
17/01/2021,7041,504,2862,1242,0,1938,0
17/01/2021,9742,478,1623,2365,0,2509,0
17/01/2021,7381,371,2375,3387,0,1602,0
17/01/2021,9250,610,1399,2790,0,1690,0
17/01/2021,8751,617,1110,2203,0,2644,0
17/01/2021,9667,664,3358,1856,0,2648,0
17/01/2021,8738,513,2547,1974,0,2180,0
17/01/2021,7771,592,3118,2817,0,1221,0
17/01/2021,8478,617,2866,2700,0,1444,0
18/01/2021,5533,629,2715,1676,0,1633,0
18/01/2021,6399,688,3703,1753,0,1157,0
18/01/2021,5923,700,1258,1003,0,1378,0
18/01/2021,9707,404,1005,1190,0,2320,0
18/01/2021,6398,391,1313,2213,0,2890,0
18/01/2021,9567,458,1078,2587,0,2623,0
18/01/2021,8834,686,1257,3531,0,1646,0
18/01/2021,8152,642,1907,3900,0,1995,0
18/01/2021,7939,689,3355,1963,0,2836,0
18/01/2021,6921,547,2333,3213,0,1619,0
18/01/2021,9628,360,3069,2339,0,2181,0
18/01/2021,8615,562,1860,1230,0,2060,0
19/01/2021,6854,364,2381,1687,0,1150,0
19/01/2021,5411,611,3822,1903,0,2622,0
19/01/2021,7317,457,1236,2837,0,2819,0
19/01/2021,8870,520,3658,2760,0,1552,0
19/01/2021,7684,572,2950,1041,0,1605,0
19/01/2021,5607,521,2423,1545,0,1521,0
19/01/2021,5105,404,1744,1255,0,2022,0
19/01/2021,5003,379,2289,2298,0,2356,0
19/01/2021,8387,504,1863,2300,0,1423,0
19/01/2021,9804,585,3428,3572,0,1307,0
19/01/2021,9886,328,1622,3698,0,1689,0
19/01/2021,7967,692,2066,2546,0,2456,0
20/01/2021,9599,620,2880,3236,0,2994,0
20/01/2021,8872,434,1065,2742,0,2420,0
20/01/2021,8347,594,1299,1922,0,1539,0
20/01/2021,8943,542,1277,1641,0,1451,0
20/01/2021,6892,477,1840,1398,0,2575,0
20/01/2021,9892,645,3979,1896,0,2405,0
20/01/2021,6919,498,3780,3242,0,1885,0
20/01/2021,5096,475,1398,1344,0,1150,0
20/01/2021,6584,411,1883,1123,0,2664,0
20/01/2021,6399,552,3791,1243,0,2518,0
20/01/2021,7876,611,3625,1918,0,2153,0
20/01/2021,6167,356,3230,3563,0,2879,0
20/01/2021,5966,523,2760,1844,0,1910,0
21/01/2021,9425,424,1924,3450,0,1254,0
21/01/2021,8506,468,3319,1149,0,2895,0
21/01/2021,7480,501,2573,1710,0,1764,0
21/01/2021,6793,420,3782,3368,0,2574,0
21/01/2021,5830,376,3802,1130,0,1044,0
21/01/2021,5498,356,2225,2309,0,1504,0
21/01/2021,7863,387,3430,3287,0,2885,0
21/01/2021,9265,680,1343,1689,0,2952,0
21/01/2021,5921,370,2199,1850,0,2589,0
21/01/2021,9311,440,2791,2334,0,2847,0
21/01/2021,8252,460,3954,2489,0,1211,0
21/01/2021,8085,389,2539,3434,0,2572,0
21/01/2021,8063,490,1931,1948,0,1701,0
22/01/2021,7206,371,2717,1346,0,2524,0
22/01/2021,8396,410,2798,1567,0,1287,0
22/01/2021,8014,317,3391,2454,0,2982,0
22/01/2021,7228,404,3594,1404,0,1466,0
22/01/2021,7738,304,1524,3936,0,1061,0
22/01/2021,7854,407,2359,1779,0,1531,0
22/01/2021,6625,475,1486,1382,0,2859,0
22/01/2021,8371,453,1739,1097,0,1636,0
22/01/2021,7055,675,1582,3948,0,1314,0
22/01/2021,5719,441,1135,1186,0,1936,0
22/01/2021,6060,594,3133,3380,0,2825,0
22/01/2021,8486,488,3283,2794,0,1662,0
22/01/2021,6717,597,1331,1202,0,1114,0
23/01/2021,5822,368,1503,2053,0,2151,0
23/01/2021,6759,440,2429,1542,0,1638,0
23/01/2021,5496,332,2418,1947,0,1392,0
23/01/2021,5880,556,1016,1216,0,1864,0
23/01/2021,7906,686,3256,2575,0,2924,0
23/01/2021,7383,312,4000,3297,0,2466,0
23/01/2021,8571,572,1448,3188,0,1487,0
23/01/2021,7913,318,3091,3168,0,2498,0
23/01/2021,6464,696,1003,3557,0,2767,0
23/01/2021,5813,665,2637,1786,0,1661,0
23/01/2021,5062,683,1657,2154,0,1439,0
23/01/2021,7041,430,2861,1302,0,1016,0
23/01/2021,6779,376,2816,2397,0,2745,0
24/01/2021,7339,331,1194,1999,0,2940,0
24/01/2021,6079,367,1747,2538,0,2616,0
24/01/2021,8125,308,3653,3353,0,2086,0
24/01/2021,7309,411,1924,2175,0,1755,0
24/01/2021,8407,570,1024,1283,0,1793,0
24/01/2021,6407,612,2646,1987,0,1012,0
24/01/2021,8333,606,3588,2768,0,1914,0
24/01/2021,6897,349,1833,2186,0,2682,0
24/01/2021,8380,417,1387,1085,0,1560,0
24/01/2021,9919,626,1936,2568,0,2068,0
24/01/2021,6099,359,3637,3315,0,2445,0
24/01/2021,9174,435,1036,2444,0,2623,0
25/01/2021,9110,425,3004,1721,0,1356,0
25/01/2021,9813,543,1075,2890,0,2076,0
25/01/2021,5161,370,1536,3998,0,2502,0
25/01/2021,9922,396,3794,2269,0,2186,0
25/01/2021,7696,372,3148,3743,0,1011,0
25/01/2021,6090,405,2656,2419,0,1452,0
25/01/2021,7708,452,1042,2469,0,1175,0
25/01/2021,7280,498,1498,3418,0,2366,0
25/01/2021,9728,450,1794,3093,0,1021,0
25/01/2021,5080,444,1203,2889,0,1725,0
25/01/2021,8545,301,2758,3214,0,2427,0
25/01/2021,8878,517,2011,1864,0,2968,0
26/01/2021,6213,342,2095,3534,0,1513,0
26/01/2021,9754,496,3612,1170,0,2605,0
26/01/2021,6205,367,3168,3225,0,1697,0
26/01/2021,8668,652,2284,3666,0,1420,0
26/01/2021,7663,587,2371,3490,0,1379,0
26/01/2021,8372,598,2130,3801,0,1127,0
26/01/2021,6349,542,1045,2341,0,2281,0
26/01/2021,7728,572,3696,2373,0,1221,0
26/01/2021,7861,676,1261,2223,0,2176,0
26/01/2021,6629,530,1667,1805,0,2749,0
26/01/2021,6553,598,3228,3752,0,1917,0
26/01/2021,6344,588,1940,1017,0,1383,0
27/01/2021,7557,498,3851,2812,0,2602,0
27/01/2021,5428,441,3367,3077,0,1796,0
27/01/2021,8174,420,3044,2716,0,2702,0
27/01/2021,5992,607,3412,3764,0,1120,0
27/01/2021,7817,330,2799,2529,0,2292,0
27/01/2021,6409,420,1705,2127,0,1335,0
27/01/2021,9170,320,1906,2615,0,2164,0
27/01/2021,7752,340,2371,3316,0,1010,0
27/01/2021,6054,317,2400,3823,0,2761,0
27/01/2021,6398,490,2999,1553,0,2450,0
27/01/2021,6117,318,3299,1121,0,2559,0
27/01/2021,5151,341,3050,1290,0,2629,0
28/01/2021,5844,352,2170,1815,0,2420,0
28/01/2021,9217,476,2316,2675,0,1025,0
28/01/2021,9819,383,2550,1186,0,2189,0
28/01/2021,7515,316,1938,1426,0,1366,0
28/01/2021,9563,302,3909,1277,0,2605,0
28/01/2021,6054,533,3897,3728,0,2087,0
28/01/2021,6398,473,2580,1872,0,1595,0
28/01/2021,6254,454,1461,1871,0,2344,0
28/01/2021,5363,359,3056,3709,0,2805,0
28/01/2021,7481,379,3571,2696,0,2949,0
28/01/2021,8379,572,2225,2397,0,2052,0
28/01/2021,7696,454,2166,2687,0,2863,0
28/01/2021,5303,351,2375,1817,0,1903,0
29/01/2021,7197,336,1193,3465,0,1944,0
29/01/2021,7097,697,1269,3650,0,1742,0
29/01/2021,5523,388,1915,3873,0,1087,0
29/01/2021,7149,500,2950,1947,0,1674,0
29/01/2021,9011,529,3709,2819,0,2386,0
29/01/2021,9356,670,2660,2883,0,1195,0
29/01/2021,5856,514,1007,3238,0,1890,0
29/01/2021,7202,407,2154,3608,0,1157,0
29/01/2021,8137,407,3282,3981,0,1668,0
29/01/2021,5394,408,2535,3566,0,2411,0
29/01/2021,7820,591,1875,3506,0,1457,0
29/01/2021,9195,311,2233,3718,0,2449,0
30/01/2021,9880,301,2913,3905,0,1409,0
30/01/2021,6341,686,3609,2572,0,1886,0
30/01/2021,8453,566,1068,1456,0,1726,0
30/01/2021,9115,379,3625,1131,0,1051,0
30/01/2021,6011,674,3345,1149,0,1156,0
30/01/2021,9715,576,1943,2484,0,2153,0
30/01/2021,6240,335,3300,3869,0,2774,0
30/01/2021,7031,313,2921,1971,0,2999,0
30/01/2021,9309,650,1571,1386,0,1302,0
30/01/2021,8668,426,3078,3910,0,2063,0
30/01/2021,7625,581,1045,2738,0,1834,0
30/01/2021,6322,366,1244,1433,0,2290,0
30/01/2021,5008,698,1889,3332,0,2175,0
31/01/2021,6987,638,1943,3293,0,2038,0
31/01/2021,7868,657,1800,1885,0,1460,0
31/01/2021,9102,364,1273,1955,0,1683,0
31/01/2021,9988,450,1648,1570,0,2472,0
31/01/2021,9222,572,2617,1332,0,2535,0
31/01/2021,9852,376,1374,1830,0,2881,0
31/01/2021,8505,453,3408,2931,0,1805,0
31/01/2021,5460,559,1467,1894,0,1637,0
31/01/2021,8832,523,2811,3611,0,2749,0
31/01/2021,5396,619,2632,1206,0,2946,0
31/01/2021,5521,537,3888,3700,0,2847,0
31/01/2021,7939,453,3171,3709,0,1380,0
01/02/2021,8878,577,2961,2144,0,2073,0
01/02/2021,5010,536,2096,1480,0,1017,0
01/02/2021,7783,606,3025,1190,0,1820,0
01/02/2021,8133,520,1592,3195,0,2473,0
01/02/2021,7586,581,3445,1551,0,1226,0
01/02/2021,7358,408,2097,3430,0,2762,0
01/02/2021,6238,370,2173,3135,0,2736,0
01/02/2021,6267,658,2484,3423,0,1467,0
01/02/2021,8983,610,2577,1257,0,1866,0
01/02/2021,7528,487,3815,2714,0,2280,0
01/02/2021,5154,607,3453,2701,0,2858,0
01/02/2021,7638,389,2791,2895,0,2951,0
02/02/2021,5110,383,3456,3078,0,1392,0
02/02/2021,6724,470,3551,3723,0,2246,0
02/02/2021,8347,444,3615,1781,0,1586,0
02/02/2021,5944,693,1743,2455,0,2740,0
02/02/2021,8767,668,3566,1261,0,1481,0
02/02/2021,8899,547,1238,2613,0,2906,0
02/02/2021,7002,554,3720,3167,0,2471,0
02/02/2021,5550,551,3925,2883,0,1045,0
02/02/2021,8745,488,1442,1424,0,1063,0
02/02/2021,7164,692,2790,3117,0,1378,0
02/02/2021,7337,648,2518,2166,0,2958,0
02/02/2021,6111,401,1248,3016,0,1050,0
03/02/2021,5054,456,1188,3955,0,2927,0
03/02/2021,7819,639,2461,1718,0,1703,0
03/02/2021,5484,453,1658,1251,0,1024,0
03/02/2021,9489,476,1931,2499,0,2924,0
03/02/2021,7928,375,2800,1306,0,2532,0
03/02/2021,9935,457,1722,2495,0,2983,0
03/02/2021,7803,579,3922,1136,0,1999,0
03/02/2021,7046,471,1708,2257,0,2936,0
03/02/2021,7227,510,3732,1471,0,2657,0
03/02/2021,8015,529,2274,2360,0,1339,0
03/02/2021,7688,421,3132,3491,0,1026,0
03/02/2021,8618,554,2691,2751,0,1125,0
04/02/2021,5574,414,3751,1225,0,2193,0
04/02/2021,9493,327,3250,1855,0,2100,0
04/02/2021,9912,595,3989,3071,0,2128,0
04/02/2021,7468,424,1081,3409,0,1839,0
04/02/2021,8375,301,1006,1276,0,1388,0
04/02/2021,5028,413,2990,3574,0,2941,0
04/02/2021,9390,590,1602,3614,0,1011,0
04/02/2021,9408,458,3478,1373,0,2316,0
04/02/2021,7158,495,2214,3070,0,1546,0
04/02/2021,9645,497,3368,2837,0,1957,0
04/02/2021,5965,514,2972,3786,0,1789,0
04/02/2021,5499,326,2744,3551,0,1945,0
05/02/2021,5935,524,3299,3008,0,1176,0
05/02/2021,6927,683,3056,2166,0,2378,0
05/02/2021,7409,485,1298,3660,0,2590,0
05/02/2021,8808,398,1790,2540,0,1826,0
05/02/2021,6075,423,1091,1168,0,2370,0
05/02/2021,6047,340,3043,2058,0,1678,0
05/02/2021,7372,586,3348,2439,0,2813,0
05/02/2021,7464,341,1352,3528,0,2675,0
05/02/2021,5878,687,3565,2858,0,2641,0
05/02/2021,8550,457,3203,3067,0,2985,0
05/02/2021,7484,353,1161,1491,0,2657,0
05/02/2021,7695,499,2743,2801,0,2401,0
06/02/2021,9908,375,1447,1933,0,1047,0
06/02/2021,7416,646,3550,2547,0,1019,0
06/02/2021,7912,457,3696,3262,0,1801,0
06/02/2021,8003,598,3762,1516,0,2793,0
06/02/2021,8025,592,1551,2566,0,1092,0
06/02/2021,7760,448,3123,2300,0,1083,0
06/02/2021,9377,387,1044,3640,0,1171,0
06/02/2021,8487,698,1233,1402,0,1974,0
06/02/2021,7348,402,1203,2342,0,1082,0
06/02/2021,7037,651,1694,2310,0,1160,0
06/02/2021,7230,346,2956,2767,0,1093,0
06/02/2021,9395,445,1653,3901,0,1436,0
07/02/2021,6560,427,3134,2336,0,1866,0
07/02/2021,6260,683,3391,3953,0,1937,0
07/02/2021,7678,660,3875,3949,0,1160,0
07/02/2021,9994,605,3292,2679,0,2878,0
07/02/2021,9751,382,3212,2338,0,2120,0
07/02/2021,5109,548,2242,2770,0,1668,0
07/02/2021,5900,389,2137,2528,0,2639,0
07/02/2021,5090,396,2835,2925,0,1991,0
07/02/2021,9938,657,3733,1362,0,1568,0
07/02/2021,5229,398,3207,1954,0,1745,0
07/02/2021,5057,325,1415,3680,0,2169,0
07/02/2021,6804,572,2775,1409,0,1890,0
08/02/2021,8694,519,1773,3066,0,1175,0
08/02/2021,8111,337,2972,3801,0,2557,0
08/02/2021,5120,591,3226,1737,0,2965,0
08/02/2021,9189,494,1513,2686,0,2706,0
08/02/2021,7070,454,3175,2682,0,1398,0
08/02/2021,9682,398,2566,1184,0,1379,0
08/02/2021,5362,516,1179,1899,0,1453,0
08/02/2021,7578,507,2418,2012,0,2418,0
08/02/2021,8997,547,1049,3063,0,2863,0
08/02/2021,9734,535,3192,3061,0,1848,0
08/02/2021,7827,327,1551,1309,0,1861,0
08/02/2021,6509,445,1019,3394,0,1215,0
08/02/2021,8523,317,1654,3959,0,1801,0
08/02/2021,9980,412,1294,3628,0,1031,0
09/02/2021,6696,437,2497,3482,0,1876,0
09/02/2021,7402,623,2419,2465,0,1255,0
09/02/2021,9553,416,1916,1402,0,2007,0
09/02/2021,6700,601,1527,3284,0,1650,0
09/02/2021,6304,698,3919,1399,0,2094,0
09/02/2021,8211,462,1433,1075,0,1544,0
09/02/2021,6099,390,1364,2795,0,2130,0
09/02/2021,6789,333,1465,2934,0,2226,0
09/02/2021,7826,370,3944,1444,0,1735,0
09/02/2021,6741,629,2235,2298,0,2940,0
09/02/2021,6695,333,2163,1236,0,2128,0
09/02/2021,8610,626,2096,2625,0,2121,0
10/02/2021,5504,595,2967,2068,0,1100,0
10/02/2021,7265,580,1772,3326,0,2557,0
10/02/2021,5709,506,1120,3491,0,2370,0
10/02/2021,8397,643,1278,3752,0,1281,0
10/02/2021,5699,355,1161,3553,0,2681,0
10/02/2021,8694,472,2654,1284,0,2631,0
10/02/2021,9083,554,2355,2253,0,1888,0
10/02/2021,7795,556,3491,2494,0,2695,0
10/02/2021,6449,397,3298,1406,0,1124,0
10/02/2021,6321,400,1033,1939,0,2958,0
10/02/2021,6434,501,2580,1214,0,2557,0
10/02/2021,8836,642,3883,1045,0,2452,0
10/02/2021,5251,404,1605,3651,0,2966,0
11/02/2021,9455,605,2171,2255,0,1690,0
11/02/2021,5906,626,3612,1475,0,1253,0
11/02/2021,6923,433,2643,1320,0,1342,0
11/02/2021,7730,626,1409,1589,0,1426,0
11/02/2021,8193,533,3827,2524,0,2980,0
11/02/2021,6029,338,3688,1648,0,1908,0
11/02/2021,7584,468,3219,2409,0,1360,0
11/02/2021,5665,456,1815,1773,0,1813,0
11/02/2021,7632,520,2660,3884,0,1711,0
11/02/2021,6172,414,3766,2651,0,2008,0
11/02/2021,9268,318,2744,1219,0,2391,0
11/02/2021,9915,615,3102,3431,0,2628,0
11/02/2021,7759,658,2224,1501,0,1921,0
12/02/2021,9406,556,1580,3318,0,2938,0
12/02/2021,9441,386,3619,1604,0,1300,0
12/02/2021,5893,519,3774,2017,0,1729,0
12/02/2021,6581,647,2424,3822,0,1265,0
12/02/2021,9063,694,2692,1869,0,1518,0
12/02/2021,9064,415,3975,1716,0,2723,0
12/02/2021,7274,665,2752,2160,0,2288,0
12/02/2021,7300,399,1185,1631,0,2489,0
12/02/2021,5637,439,1220,1183,0,1222,0
12/02/2021,9242,317,2300,3643,0,1439,0
12/02/2021,5026,380,1013,3285,0,2799,0
12/02/2021,8628,444,2403,3008,0,1934,0
13/02/2021,5253,357,3850,1728,0,2934,0
13/02/2021,7197,631,2618,3031,0,1164,0
13/02/2021,6053,668,3730,1900,0,2883,0
13/02/2021,6696,421,1292,1864,0,2534,0
13/02/2021,6636,564,3401,1594,0,2962,0
13/02/2021,6726,553,1207,1591,0,1549,0
13/02/2021,5326,665,1341,1678,0,1306,0
13/02/2021,6649,603,2262,1487,0,1584,0
13/02/2021,7274,555,1173,2348,0,2579,0
13/02/2021,6190,436,2815,2708,0,2273,0
13/02/2021,6654,662,3086,3842,0,2763,0
13/02/2021,8706,430,3607,2258,0,2031,0
14/02/2021,8420,633,1419,2103,0,2524,0
